ID,flower,leafbottom,leaftop,plantside,planttop,primarybranch,seed,leafstrip
ARG0178,ARG0178_flower,nan,nan,ARG0178_plantside,ARG0178_planttop,ARG0178_primarybranch,nan,nan
ARG0179,ARG0179_flower,ARG0179_leafbottom,ARG0179_leaftop,ARG0179_plantside,ARG0179_planttop,ARG0179_primarybranch,nan,ARG0179_leafstrip
ARG0180,ARG0180_flower,ARG0180_leafbottom,ARG0180_leaftop,ARG0180_plantside,ARG0180_planttop,ARG0180_primarybranch,nan,ARG0180_leafstrip
ARG0181,ARG0181_flower,ARG0181_leafbottom,ARG0181_leaftop,ARG0181_plantside,ARG0181_planttop,ARG0181_primarybranch,nan,ARG0181_leafstrip
ARG0182,nan,ARG0182_leafbottom,ARG0182_leaftop,ARG0182_plantside,ARG0182_planttop,ARG0182_primarybranch,nan,ARG0182_leafstrip
ARG0183,nan,ARG0183_leafbottom,ARG0183_leaftop,ARG0183_plantside,ARG0183_planttop,ARG0183_primarybranch,nan,ARG0183_leafstrip
ARG0184,ARG0184_flower,ARG0184_leafbottom,ARG0184_leaftop,ARG0184_plantside,ARG0184_planttop,ARG0184_primarybranch,nan,ARG0184_leafstrip
ARG0185,nan,ARG0185_leafbottom,ARG0185_leaftop,ARG0185_plantside,ARG0185_planttop,ARG0185_primarybranch,nan,ARG0185_leafstrip
ARG0186,ARG0186_flower,ARG0186_leafbottom,ARG0186_leaftop,ARG0186_plantside,ARG0186_planttop,ARG0186_primarybranch,nan,ARG0186_leafstrip
ARG0187,nan,ARG0187_leafbottom,ARG0187_leaftop,ARG0187_plantside,ARG0187_planttop,ARG0187_primarybranch,nan,ARG0187_leafstrip
ARG0188,ARG0188_flower,ARG0188_leafbottom,ARG0188_leaftop,ARG0188_plantside,ARG0188_planttop,ARG0188_primarybranch,nan,ARG0188_leafstrip
ARG0189,nan,ARG0189_leafbottom,ARG0189_leaftop,ARG0189_plantside,ARG0189_planttop,ARG0189_primarybranch,nan,ARG0189_leafstrip
ARG0190,nan,ARG0190_leafbottom,ARG0190_leaftop,ARG0190_plantside,ARG0190_planttop,ARG0190_primarybranch,nan,ARG0190_leafstrip
ARG0191,nan,ARG0191_leafbottom,ARG0191_leaftop,ARG0191_plantside,ARG0191_planttop,ARG0191_primarybranch,nan,ARG0191_leafstrip
ARG0192,nan,ARG0192_leafbottom,ARG0192_leaftop,ARG0192_plantside,ARG0192_planttop,ARG0192_primarybranch,nan,ARG0192_leafstrip
ARG0193,nan,ARG0193_leafbottom,ARG0193_leaftop,ARG0193_plantside,ARG0193_planttop,ARG0193_primarybranch,nan,ARG0193_leafstrip
ARG0194,nan,ARG0194_leafbottom,ARG0194_leaftop,ARG0194_plantside,ARG0194_planttop,ARG0194_primarybranch,nan,ARG0194_leafstrip
ARG0195,nan,ARG0195_leafbottom,ARG0195_leaftop,ARG0195_plantside,ARG0195_planttop,ARG0195_primarybranch,nan,ARG0195_leafstrip
ARG0196,nan,ARG0196_leafbottom,ARG0196_leaftop,ARG0196_plantside,ARG0196_planttop,ARG0196_primarybranch,nan,ARG0196_leafstrip
ARG0197,ARG0197_flower,ARG0197_leafbottom,ARG0197_leaftop,ARG0197_plantside,ARG0197_planttop,ARG0197_primarybranch,nan,ARG0197_leafstrip
ARG0198,nan,ARG0198_leafbottom,ARG0198_leaftop,ARG0198_plantside,ARG0198_planttop,nan,nan,ARG0198_leafstrip
ARG0199,nan,ARG0199_leafbottom,ARG0199_leaftop,ARG0199_plantside,ARG0199_planttop,ARG0199_primarybranch,nan,ARG0199_leafstrip
ARG0200,nan,ARG0200_leafbottom,ARG0200_leaftop,ARG0200_plantside,ARG0200_planttop,ARG0200_primarybranch,nan,ARG0200_leafstrip
ARG0201,nan,ARG0201_leafbottom,ARG0201_leaftop,ARG0201_plantside,ARG0201_planttop,ARG0201_primarybranch,nan,ARG0201_leafstrip
ARG0202,nan,ARG0202_leafbottom,ARG0202_leaftop,ARG0202_plantside,ARG0202_planttop,ARG0202_primarybranch,nan,ARG0202_leafstrip
ARG0203,nan,ARG0203_leafbottom,ARG0203_leaftop,ARG0203_plantside,ARG0203_planttop,ARG0203_primarybranch,nan,ARG0203_leafstrip
ARG0204,nan,ARG0204_leafbottom,ARG0204_leaftop,ARG0204_plantside,ARG0204_planttop,ARG0204_primarybranch,nan,ARG0204_leafstrip
ARG0205,nan,ARG0205_leafbottom,ARG0205_leaftop,ARG0205_plantside,ARG0205_planttop,ARG0205_primarybranch,nan,ARG0205_leafstrip
ARG0206,nan,ARG0206_leafbottom,nan,ARG0206_plantside,ARG0206_planttop,ARG0206_primarybranch,nan,ARG0206_leafstrip
ARG0207,nan,ARG0207_leafbottom,ARG0207_leaftop,ARG0207_plantside,ARG0207_planttop,ARG0207_primarybranch,nan,ARG0207_leafstrip
ARG0208,nan,ARG0208_leafbottom,ARG0208_leaftop,ARG0208_plantside,ARG0208_planttop,ARG0208_primarybranch,nan,ARG0208_leafstrip
ARG0209,nan,ARG0209_leafbottom,ARG0209_leaftop,ARG0209_plantside,ARG0209_planttop,ARG0209_primarybranch,nan,ARG0209_leafstrip
ARG0210,nan,ARG0210_leafbottom,ARG0210_leaftop,ARG0210_plantside,ARG0210_planttop,ARG0210_primarybranch,nan,ARG0210_leafstrip
ARG0211,nan,ARG0211_leafbottom,ARG0211_leaftop,ARG0211_plantside,ARG0211_planttop,ARG0211_primarybranch,nan,ARG0211_leafstrip
ARG0212,nan,ARG0212_leafbottom,ARG0212_leaftop,ARG0212_plantside,ARG0212_planttop,ARG0212_primarybranch,nan,ARG0212_leafstrip
ARG0213,nan,ARG0213_leafbottom,ARG0213_leaftop,ARG0213_plantside,ARG0213_planttop,ARG0213_primarybranch,nan,ARG0213_leafstrip
ARG0214,nan,ARG0214_leafbottom,ARG0214_leaftop,ARG0214_plantside,ARG0214_planttop,ARG0214_primarybranch,nan,ARG0214_leafstrip
ARG0215,nan,ARG0215_leafbottom,ARG0215_leaftop,ARG0215_plantside,ARG0215_planttop,ARG0215_primarybranch,nan,ARG0215_leafstrip
ARG0216,nan,ARG0216_leafbottom,ARG0216_leaftop,ARG0216_plantside,ARG0216_planttop,ARG0216_primarybranch,nan,ARG0216_leafstrip
ARG0217,nan,ARG0217_leafbottom,ARG0217_leaftop,ARG0217_plantside,ARG0217_planttop,ARG0217_primarybranch,nan,ARG0217_leafstrip
ARG0218,nan,nan,nan,ARG0218_plantside,ARG0218_planttop,ARG0218_primarybranch,nan,nan
ARG0219,nan,ARG0219_leafbottom,nan,ARG0219_plantside,ARG0219_planttop,ARG0219_primarybranch,nan,ARG0219_leafstrip
ARG0220,nan,ARG0220_leafbottom,ARG0220_leaftop,ARG0220_plantside,ARG0220_planttop,ARG0220_primarybranch,nan,ARG0220_leafstrip
ARG0221,nan,ARG0221_leafbottom,ARG0221_leaftop,ARG0221_plantside,ARG0221_planttop,ARG0221_primarybranch,nan,ARG0221_leafstrip
ARG0222,nan,ARG0222_leafbottom,ARG0222_leaftop,ARG0222_plantside,ARG0222_planttop,ARG0222_primarybranch,nan,ARG0222_leafstrip
ARG0223,nan,ARG0223_leafbottom,ARG0223_leaftop,ARG0223_plantside,ARG0223_planttop,ARG0223_primarybranch,nan,ARG0223_leafstrip
ARG0224,nan,ARG0224_leafbottom,ARG0224_leaftop,ARG0224_plantside,ARG0224_planttop,ARG0224_primarybranch,nan,ARG0224_leafstrip
ARG0225,nan,ARG0225_leafbottom,ARG0225_leaftop,ARG0225_plantside,ARG0225_planttop,ARG0225_primarybranch,nan,ARG0225_leafstrip
ARG0226,nan,ARG0226_leafbottom,ARG0226_leaftop,ARG0226_plantside,ARG0226_planttop,ARG0226_primarybranch,nan,ARG0226_leafstrip
ARG0227,nan,ARG0227_leafbottom,ARG0227_leaftop,ARG0227_plantside,ARG0227_planttop,ARG0227_primarybranch,nan,ARG0227_leafstrip
ARG0228,nan,ARG0228_leafbottom,ARG0228_leaftop,ARG0228_plantside,ARG0228_planttop,ARG0228_primarybranch,nan,ARG0228_leafstrip
ARG0229,nan,ARG0229_leafbottom,ARG0229_leaftop,ARG0229_plantside,ARG0229_planttop,ARG0229_primarybranch,nan,ARG0229_leafstrip
ARG0230,nan,ARG0230_leafbottom,ARG0230_leaftop,ARG0230_plantside,ARG0230_planttop,ARG0230_primarybranch,nan,ARG0230_leafstrip
ARG0231,nan,ARG0231_leafbottom,ARG0231_leaftop,ARG0231_plantside,ARG0231_planttop,ARG0231_primarybranch,nan,ARG0231_leafstrip
ARG0232,nan,ARG0232_leafbottom,ARG0232_leaftop,ARG0232_plantside,ARG0232_planttop,ARG0232_primarybranch,nan,ARG0232_leafstrip
ARG0233,nan,ARG0233_leafbottom,ARG0233_leaftop,ARG0233_plantside,ARG0233_planttop,ARG0233_primarybranch,nan,ARG0233_leafstrip
ARG0234,nan,ARG0234_leafbottom,ARG0234_leaftop,ARG0234_plantside,ARG0234_planttop,ARG0234_primarybranch,nan,ARG0234_leafstrip
ARG0235,nan,ARG0235_leafbottom,ARG0235_leaftop,ARG0235_plantside,ARG0235_planttop,ARG0235_primarybranch,nan,ARG0235_leafstrip
ARG0236,nan,ARG0236_leafbottom,ARG0236_leaftop,ARG0236_plantside,ARG0236_planttop,ARG0236_primarybranch,nan,ARG0236_leafstrip
ARG0237,nan,nan,nan,ARG0237_plantside,ARG0237_planttop,ARG0237_primarybranch,nan,nan
ARG0238,nan,ARG0238_leafbottom,ARG0238_leaftop,ARG0238_plantside,ARG0238_planttop,ARG0238_primarybranch,nan,ARG0238_leafstrip
ARG0239,nan,nan,nan,ARG0239_plantside,ARG0239_planttop,ARG0239_primarybranch,nan,nan
ARG0240,nan,nan,ARG0240_leaftop,ARG0240_plantside,ARG0240_planttop,ARG0240_primarybranch,nan,nan
ARG0241,nan,ARG0241_leafbottom,ARG0241_leaftop,ARG0241_plantside,ARG0241_planttop,ARG0241_primarybranch,nan,ARG0241_leafstrip
ARG0242,nan,ARG0242_leafbottom,ARG0242_leaftop,ARG0242_plantside,ARG0242_planttop,ARG0242_primarybranch,nan,ARG0242_leafstrip
ARG0243,nan,ARG0243_leafbottom,ARG0243_leaftop,ARG0243_plantside,ARG0243_planttop,ARG0243_primarybranch,nan,ARG0243_leafstrip
ARG0244,nan,ARG0244_leafbottom,ARG0244_leaftop,ARG0244_plantside,ARG0244_planttop,ARG0244_primarybranch,nan,ARG0244_leafstrip
ARG0245,nan,ARG0245_leafbottom,ARG0245_leaftop,ARG0245_plantside,ARG0245_planttop,ARG0245_primarybranch,nan,ARG0245_leafstrip
ARG0246,nan,ARG0246_leafbottom,ARG0246_leaftop,ARG0246_plantside,ARG0246_planttop,ARG0246_primarybranch,nan,ARG0246_leafstrip
ARG0247,nan,ARG0247_leafbottom,ARG0247_leaftop,ARG0247_plantside,ARG0247_planttop,ARG0247_primarybranch,nan,ARG0247_leafstrip
ARG0248,nan,ARG0248_leafbottom,ARG0248_leaftop,ARG0248_plantside,ARG0248_planttop,ARG0248_primarybranch,nan,ARG0248_leafstrip
ARG0249,nan,ARG0249_leafbottom,ARG0249_leaftop,ARG0249_plantside,ARG0249_planttop,ARG0249_primarybranch,nan,ARG0249_leafstrip
ARG0250,nan,ARG0250_leafbottom,ARG0250_leaftop,ARG0250_plantside,ARG0250_planttop,ARG0250_primarybranch,nan,ARG0250_leafstrip
ARG0251,nan,ARG0251_leafbottom,ARG0251_leaftop,ARG0251_plantside,ARG0251_planttop,ARG0251_primarybranch,nan,ARG0251_leafstrip
ARG0252,nan,ARG0252_leafbottom,ARG0252_leaftop,ARG0252_plantside,ARG0252_planttop,ARG0252_primarybranch,nan,ARG0252_leafstrip
ARG0253,nan,ARG0253_leafbottom,ARG0253_leaftop,ARG0253_plantside,ARG0253_planttop,ARG0253_primarybranch,nan,ARG0253_leafstrip
ARG0254,nan,ARG0254_leafbottom,ARG0254_leaftop,ARG0254_plantside,ARG0254_planttop,ARG0254_primarybranch,nan,ARG0254_leafstrip
ARG0255,nan,ARG0255_leafbottom,ARG0255_leaftop,ARG0255_plantside,ARG0255_planttop,ARG0255_primarybranch,nan,ARG0255_leafstrip
ARG0256,nan,ARG0256_leafbottom,ARG0256_leaftop,ARG0256_plantside,ARG0256_planttop,ARG0256_primarybranch,nan,ARG0256_leafstrip
ARG0257,nan,ARG0257_leafbottom,nan,ARG0257_plantside,ARG0257_planttop,ARG0257_primarybranch,nan,ARG0257_leafstrip
ARG0258,nan,ARG0258_leafbottom,ARG0258_leaftop,ARG0258_plantside,ARG0258_planttop,ARG0258_primarybranch,nan,ARG0258_leafstrip
ARG0259,nan,ARG0259_leafbottom,ARG0259_leaftop,ARG0259_plantside,ARG0259_planttop,ARG0259_primarybranch,nan,ARG0259_leafstrip
ARG0260,nan,ARG0260_leafbottom,ARG0260_leaftop,ARG0260_plantside,ARG0260_planttop,ARG0260_primarybranch,nan,ARG0260_leafstrip
ARG0261,nan,ARG0261_leafbottom,ARG0261_leaftop,ARG0261_plantside,ARG0261_planttop,ARG0261_primarybranch,nan,ARG0261_leafstrip
ARG0262,nan,ARG0262_leafbottom,ARG0262_leaftop,ARG0262_plantside,ARG0262_planttop,ARG0262_primarybranch,nan,ARG0262_leafstrip
ARG0263,nan,ARG0263_leafbottom,ARG0263_leaftop,ARG0263_plantside,ARG0263_planttop,ARG0263_primarybranch,nan,ARG0263_leafstrip
ARG0264,nan,ARG0264_leafbottom,ARG0264_leaftop,ARG0264_plantside,ARG0264_planttop,ARG0264_primarybranch,nan,ARG0264_leafstrip
ARG0265,nan,ARG0265_leafbottom,ARG0265_leaftop,ARG0265_plantside,ARG0265_planttop,ARG0265_primarybranch,nan,ARG0265_leafstrip
ARG0266,nan,ARG0266_leafbottom,ARG0266_leaftop,ARG0266_plantside,ARG0266_planttop,ARG0266_primarybranch,nan,ARG0266_leafstrip
ARG0267,nan,ARG0267_leafbottom,ARG0267_leaftop,ARG0267_plantside,ARG0267_planttop,ARG0267_primarybranch,nan,ARG0267_leafstrip
ARG0268,nan,ARG0268_leafbottom,ARG0268_leaftop,ARG0268_plantside,ARG0268_planttop,ARG0268_primarybranch,nan,ARG0268_leafstrip
ARG0269,nan,ARG0269_leafbottom,ARG0269_leaftop,ARG0269_plantside,ARG0269_planttop,ARG0269_primarybranch,nan,ARG0269_leafstrip
ARG0270,nan,ARG0270_leafbottom,ARG0270_leaftop,ARG0270_plantside,ARG0270_planttop,ARG0270_primarybranch,nan,ARG0270_leafstrip
ARG0271,nan,ARG0271_leafbottom,ARG0271_leaftop,ARG0271_plantside,ARG0271_planttop,ARG0271_primarybranch,nan,ARG0271_leafstrip
ARG0272,nan,ARG0272_leafbottom,ARG0272_leaftop,ARG0272_plantside,ARG0272_planttop,ARG0272_primarybranch,nan,ARG0272_leafstrip
ARG0273,nan,ARG0273_leafbottom,ARG0273_leaftop,ARG0273_plantside,ARG0273_planttop,ARG0273_primarybranch,nan,ARG0273_leafstrip
ARG0274,nan,ARG0274_leafbottom,ARG0274_leaftop,ARG0274_plantside,ARG0274_planttop,ARG0274_primarybranch,nan,ARG0274_leafstrip
ARG0275,nan,ARG0275_leafbottom,ARG0275_leaftop,ARG0275_plantside,ARG0275_planttop,ARG0275_primarybranch,nan,ARG0275_leafstrip
ARG0276,nan,ARG0276_leafbottom,ARG0276_leaftop,ARG0276_plantside,ARG0276_planttop,ARG0276_primarybranch,nan,ARG0276_leafstrip
ARG0277,nan,ARG0277_leafbottom,ARG0277_leaftop,ARG0277_plantside,ARG0277_planttop,ARG0277_primarybranch,nan,ARG0277_leafstrip
ARG0278,nan,ARG0278_leafbottom,ARG0278_leaftop,ARG0278_plantside,ARG0278_planttop,ARG0278_primarybranch,nan,ARG0278_leafstrip
ARG0279,nan,ARG0279_leafbottom,ARG0279_leaftop,ARG0279_plantside,ARG0279_planttop,ARG0279_primarybranch,nan,ARG0279_leafstrip
ARG0280,nan,ARG0280_leafbottom,ARG0280_leaftop,ARG0280_plantside,ARG0280_planttop,ARG0280_primarybranch,nan,ARG0280_leafstrip
ARG0281,nan,ARG0281_leafbottom,ARG0281_leaftop,ARG0281_plantside,ARG0281_planttop,ARG0281_primarybranch,nan,ARG0281_leafstrip
ARG0282,nan,ARG0282_leafbottom,ARG0282_leaftop,ARG0282_plantside,ARG0282_planttop,ARG0282_primarybranch,nan,ARG0282_leafstrip
ARG0283,nan,ARG0283_leafbottom,ARG0283_leaftop,ARG0283_plantside,ARG0283_planttop,ARG0283_primarybranch,nan,ARG0283_leafstrip
ARG0284,nan,ARG0284_leafbottom,ARG0284_leaftop,ARG0284_plantside,ARG0284_planttop,ARG0284_primarybranch,nan,ARG0284_leafstrip
ARG0285,nan,ARG0285_leafbottom,ARG0285_leaftop,ARG0285_plantside,ARG0285_planttop,ARG0285_primarybranch,nan,ARG0285_leafstrip
ARG0286,nan,ARG0286_leafbottom,ARG0286_leaftop,ARG0286_plantside,ARG0286_planttop,ARG0286_primarybranch,nan,ARG0286_leafstrip
ARG0287,nan,ARG0287_leafbottom,ARG0287_leaftop,ARG0287_plantside,ARG0287_planttop,ARG0287_primarybranch,nan,ARG0287_leafstrip
ARG0288,nan,ARG0288_leafbottom,ARG0288_leaftop,ARG0288_plantside,ARG0288_planttop,ARG0288_primarybranch,nan,ARG0288_leafstrip
ARG0289,nan,ARG0289_leafbottom,ARG0289_leaftop,ARG0289_plantside,ARG0289_planttop,ARG0289_primarybranch,nan,ARG0289_leafstrip
ARG0290,nan,ARG0290_leafbottom,ARG0290_leaftop,ARG0290_plantside,ARG0290_planttop,ARG0290_primarybranch,nan,ARG0290_leafstrip
ARG0291,nan,ARG0291_leafbottom,ARG0291_leaftop,ARG0291_plantside,ARG0291_planttop,ARG0291_primarybranch,nan,ARG0291_leafstrip
ARG0292,nan,ARG0292_leafbottom,ARG0292_leaftop,ARG0292_plantside,ARG0292_planttop,ARG0292_primarybranch,nan,ARG0292_leafstrip
ARG0293,nan,ARG0293_leafbottom,ARG0293_leaftop,ARG0293_plantside,ARG0293_planttop,ARG0293_primarybranch,nan,ARG0293_leafstrip
ARG0294,nan,ARG0294_leafbottom,ARG0294_leaftop,ARG0294_plantside,ARG0294_planttop,ARG0294_primarybranch,nan,ARG0294_leafstrip
ARG0295,nan,ARG0295_leafbottom,ARG0295_leaftop,ARG0295_plantside,ARG0295_planttop,ARG0295_primarybranch,nan,ARG0295_leafstrip
ARG0296,nan,ARG0296_leafbottom,ARG0296_leaftop,ARG0296_plantside,ARG0296_planttop,ARG0296_primarybranch,nan,ARG0296_leafstrip
ARG0297,nan,ARG0297_leafbottom,ARG0297_leaftop,ARG0297_plantside,ARG0297_planttop,ARG0297_primarybranch,nan,ARG0297_leafstrip
ARG0298,nan,ARG0298_leafbottom,ARG0298_leaftop,ARG0298_plantside,ARG0298_planttop,ARG0298_primarybranch,nan,ARG0298_leafstrip
ARG0299,nan,ARG0299_leafbottom,ARG0299_leaftop,ARG0299_plantside,ARG0299_planttop,ARG0299_primarybranch,nan,ARG0299_leafstrip
ARG0300,nan,ARG0300_leafbottom,ARG0300_leaftop,ARG0300_plantside,ARG0300_planttop,ARG0300_primarybranch,nan,ARG0300_leafstrip
PET0301,PET0301_flower,PET0301_leafbottom,PET0301_leaftop,nan,PET0301_planttop,nan,nan,PET0301_leafstrip
PET0302,PET0302_flower,PET0302_leafbottom,PET0302_leaftop,nan,PET0302_planttop,nan,nan,PET0302_leafstrip
PET0303,PET0303_flower,PET0303_leafbottom,PET0303_leaftop,nan,PET0303_planttop,PET0303_primarybranch,PET0303_seed,PET0303_leafstrip
PET0304,PET0304_flower,PET0304_leafbottom,PET0304_leaftop,nan,PET0304_planttop,PET0304_primarybranch,PET0304_seed,PET0304_leafstrip
PET0305,PET0305_flower,PET0305_leafbottom,PET0305_leaftop,nan,PET0305_planttop,nan,nan,PET0305_leafstrip
PET0306,PET0306_flower,PET0306_leafbottom,PET0306_leaftop,nan,PET0306_planttop,nan,nan,PET0306_leafstrip
PET0307,PET0307_flower,PET0307_leafbottom,PET0307_leaftop,nan,PET0307_planttop,PET0307_primarybranch,PET0307_seed,PET0307_leafstrip
PET0308,PET0308_flower,PET0308_leafbottom,PET0308_leaftop,nan,PET0308_planttop,PET0308_primarybranch,PET0308_seed,PET0308_leafstrip
PET0309,nan,nan,nan,nan,PET0309_planttop,nan,nan,nan
PET0310,PET0310_flower,PET0310_leafbottom,PET0310_leaftop,nan,PET0310_planttop,nan,nan,PET0310_leafstrip
PET0311,nan,nan,nan,nan,nan,nan,nan,nan
PET0312,PET0312_flower,PET0312_leafbottom,PET0312_leaftop,nan,PET0312_planttop,PET0312_primarybranch,nan,PET0312_leafstrip
PET0313,PET0313_flower,PET0313_leafbottom,PET0313_leaftop,nan,PET0313_planttop,PET0313_primarybranch,PET0313_seed,PET0313_leafstrip
PET0314,PET0314_flower,PET0314_leafbottom,PET0314_leaftop,nan,PET0314_planttop,PET0314_primarybranch,PET0314_seed,PET0314_leafstrip
PET0315,PET0315_flower,PET0315_leafbottom,PET0315_leaftop,nan,PET0315_planttop,nan,nan,PET0315_leafstrip
PET0316,PET0316_flower,PET0316_leafbottom,PET0316_leaftop,nan,PET0316_planttop,nan,nan,PET0316_leafstrip
PET0317,PET0317_flower,PET0317_leafbottom,PET0317_leaftop,nan,PET0317_planttop,PET0317_primarybranch,PET0317_seed,PET0317_leafstrip
PET0318,PET0318_flower,PET0318_leafbottom,PET0318_leaftop,nan,PET0318_planttop,PET0318_primarybranch,PET0318_seed,PET0318_leafstrip
PET0319,PET0319_flower,PET0319_leafbottom,PET0319_leaftop,nan,PET0319_planttop,PET0319_primarybranch,PET0319_seed,PET0319_leafstrip
PET0320,PET0320_flower,PET0320_leafbottom,PET0320_leaftop,nan,PET0320_planttop,PET0320_primarybranch,PET0320_seed,PET0320_leafstrip
PET0321,PET0321_flower,PET0321_leafbottom,PET0321_leaftop,nan,PET0321_planttop,PET0321_primarybranch,PET0321_seed,PET0321_leafstrip
PET0322,PET0322_flower,PET0322_leafbottom,PET0322_leaftop,nan,PET0322_planttop,PET0322_primarybranch,PET0322_seed,PET0322_leafstrip
PET0323,PET0323_flower,PET0323_leafbottom,PET0323_leaftop,nan,PET0323_planttop,PET0323_primarybranch,PET0323_seed,PET0323_leafstrip
PET0324,PET0324_flower,PET0324_leafbottom,PET0324_leaftop,nan,PET0324_planttop,PET0324_primarybranch,PET0324_seed,PET0324_leafstrip
PET0325,PET0325_flower,PET0325_leafbottom,PET0325_leaftop,nan,PET0325_planttop,PET0325_primarybranch,nan,PET0325_leafstrip
PET0326,PET0326_flower,PET0326_leafbottom,PET0326_leaftop,nan,PET0326_planttop,PET0326_primarybranch,PET0326_seed,PET0326_leafstrip
PET0327,PET0327_flower,PET0327_leafbottom,PET0327_leaftop,nan,PET0327_planttop,PET0327_primarybranch,nan,PET0327_leafstrip
PET0328,PET0328_flower,PET0328_leafbottom,PET0328_leaftop,nan,PET0328_planttop,PET0328_primarybranch,nan,PET0328_leafstrip
PET0329,PET0329_flower,PET0329_leafbottom,PET0329_leaftop,nan,PET0329_planttop,PET0329_primarybranch,PET0329_seed,PET0329_leafstrip
PET0330,PET0330_flower,PET0330_leafbottom,PET0330_leaftop,nan,PET0330_planttop,PET0330_primarybranch,PET0330_seed,PET0330_leafstrip
PET0331,PET0331_flower,PET0331_leafbottom,PET0331_leaftop,nan,PET0331_planttop,nan,PET0331_seed,PET0331_leafstrip
PET0332,PET0332_flower,PET0332_leafbottom,PET0332_leaftop,nan,PET0332_planttop,PET0332_primarybranch,PET0332_seed,PET0332_leafstrip
PET0333,PET0333_flower,PET0333_leafbottom,PET0333_leaftop,nan,PET0333_planttop,PET0333_primarybranch,PET0333_seed,PET0333_leafstrip
PET0334,PET0334_flower,PET0334_leafbottom,PET0334_leaftop,nan,PET0334_planttop,PET0334_primarybranch,PET0334_seed,PET0334_leafstrip
PET0335,PET0335_flower,PET0335_leafbottom,PET0335_leaftop,nan,PET0335_planttop,PET0335_primarybranch,PET0335_seed,PET0335_leafstrip
PET0336,PET0336_flower,PET0336_leafbottom,PET0336_leaftop,nan,PET0336_planttop,PET0336_primarybranch,PET0336_seed,PET0336_leafstrip
PET0337,PET0337_flower,PET0337_leafbottom,PET0337_leaftop,nan,PET0337_planttop,PET0337_primarybranch,PET0337_seed,PET0337_leafstrip
PET0338,PET0338_flower,PET0338_leafbottom,PET0338_leaftop,nan,PET0338_planttop,PET0338_primarybranch,PET0338_seed,PET0338_leafstrip
PET0339,PET0339_flower,PET0339_leafbottom,PET0339_leaftop,nan,PET0339_planttop,PET0339_primarybranch,PET0339_seed,PET0339_leafstrip
PET0340,PET0340_flower,PET0340_leafbottom,PET0340_leaftop,nan,PET0340_planttop,nan,PET0340_seed,PET0340_leafstrip
PET0341,PET0341_flower,PET0341_leafbottom,PET0341_leaftop,nan,PET0341_planttop,PET0341_primarybranch,nan,PET0341_leafstrip
PET0342,PET0342_flower,PET0342_leafbottom,PET0342_leaftop,nan,PET0342_planttop,PET0342_primarybranch,nan,PET0342_leafstrip
PET0343,PET0343_flower,PET0343_leafbottom,PET0343_leaftop,nan,PET0343_planttop,nan,PET0343_seed,PET0343_leafstrip
PET0344,PET0344_flower,PET0344_leafbottom,PET0344_leaftop,nan,PET0344_planttop,nan,PET0344_seed,PET0344_leafstrip
PET0345,PET0345_flower,PET0345_leafbottom,PET0345_leaftop,nan,PET0345_planttop,nan,PET0345_seed,PET0345_leafstrip
PET0346,PET0346_flower,PET0346_leafbottom,PET0346_leaftop,nan,PET0346_planttop,PET0346_primarybranch,nan,PET0346_leafstrip
PET0347,PET0347_flower,PET0347_leafbottom,PET0347_leaftop,nan,PET0347_planttop,PET0347_primarybranch,PET0347_seed,PET0347_leafstrip
PET0348,PET0348_flower,PET0348_leafbottom,PET0348_leaftop,nan,PET0348_planttop,PET0348_primarybranch,PET0348_seed,PET0348_leafstrip
PET0349,nan,nan,nan,nan,nan,nan,nan,nan
PET0350,nan,nan,nan,nan,PET0350_planttop,nan,nan,nan
PET0351,PET0351_flower,PET0351_leafbottom,PET0351_leaftop,nan,PET0351_planttop,PET0351_primarybranch,PET0351_seed,PET0351_leafstrip
PET0352,PET0352_flower,PET0352_leafbottom,PET0352_leaftop,nan,PET0352_planttop,PET0352_primarybranch,PET0352_seed,PET0352_leafstrip
PET0353,PET0353_flower,PET0353_leafbottom,PET0353_leaftop,nan,PET0353_planttop,nan,nan,PET0353_leafstrip
PET0354,PET0354_flower,PET0354_leafbottom,PET0354_leaftop,nan,PET0354_planttop,PET0354_primarybranch,nan,PET0354_leafstrip
PET0355,PET0355_flower,PET0355_leafbottom,PET0355_leaftop,nan,PET0355_planttop,nan,PET0355_seed,PET0355_leafstrip
PET0356,PET0356_flower,PET0356_leafbottom,PET0356_leaftop,nan,PET0356_planttop,nan,PET0356_seed,PET0356_leafstrip
PET0357,PET0357_flower,PET0357_leafbottom,PET0357_leaftop,nan,PET0357_planttop,PET0357_primarybranch,nan,PET0357_leafstrip
PET0358,PET0358_flower,PET0358_leafbottom,PET0358_leaftop,nan,PET0358_planttop,PET0358_primarybranch,nan,PET0358_leafstrip
PET0359,PET0359_flower,PET0359_leafbottom,PET0359_leaftop,nan,PET0359_planttop,PET0359_primarybranch,PET0359_seed,PET0359_leafstrip
PET0360,PET0360_flower,PET0360_leafbottom,PET0360_leaftop,nan,PET0360_planttop,nan,PET0360_seed,PET0360_leafstrip
PET0361,PET0361_flower,PET0361_leafbottom,PET0361_leaftop,nan,PET0361_planttop,PET0361_primarybranch,PET0361_seed,PET0361_leafstrip
PET0362,PET0362_flower,PET0362_leafbottom,PET0362_leaftop,nan,PET0362_planttop,PET0362_primarybranch,PET0362_seed,PET0362_leafstrip
