Plant ID;Genotype ID;TLN;LIR;Days to budding;DTF;Stem diameter at flowering;Plant height at flowering;Peduncle length of first flower;Internode length;Stem diameter final before 1st node;Stem diameter final after 5th node;Distance of first branching from ground;Primary branches;SLA;Leaf total N;Leaf total C;Leaf C N ratio;Disk diameter;Ligule length;Ligule width;Flower head diameter;Ligule LW ratio;Flower FHDD ratio;Ligules number;Leaf perimeter;Leaf area;Leaf width mid-height;Leaf maximum width;Leaf height mid-width;Leaf maximum height;Leaf curved height;Leaf curvedHeight maxWidth;Leaf shape index external I;Leaf shape index external II;Leaf curved shape index;Leaf ellipsoid;Leaf circular;Leaf rectangular;Leaf obovoid;Leaf width widest pos;Leaf eccentricity;Leaf proximal eccentricity;Leaf distal eccentricity;Leaf shape index internal;Leaf eccentricity area index;Total RGB;RGB proportion green;RGB proportion red;RGB proportion blue;Seed perimeter;Seed area;Seed width mid height;Seed maximum width;Seed height mid width;Seed maximum height;Seed curved height;Seed HW ratio;Seed shape index external I;Seed shape index external II;Seed curved shape index;Seed ellipsoid;Seed circular;Seed rectangular;Seed ovoid;Seed width widest pos;Seed eccentricity;Seed proximal eccentricity;Seed distal eccentricity;Seed shape index internal;Seed eccentricity area index
PET0553;PET0553;15;0,652173913;23;41;16,2;105;42;6,176470588;33,5;26,4;3,3;22;13,9764262;5,786607402;40,22882407;6,952056926;3,294045888;5,017942088;1,547364684;13,14477781;3,263258474;3,9941071;20,5;363,9904;5548,6412;65,1933;84,1587;97,536;107,1033;106,2247;1,262195115;1,2726;1,4961;1,6279;0,1035;0,1317;0,3564;0,2836;0,5966;0,4636;0,5889;0,7561;0,9243;0,623;175,08;0,429820653;0,319442541;0,250736806;15,7818125;12,262925;2,3759625;2,604825;6,1674375;6,2097625;6,289275;2,414471222;2,385175;2,5969;2,62695;0,074825;0,2751875;0,461825;0,3761;0,286925;0,7394625;0,88495;0,824225;2,4047625;0,440625
PET0554;PET0554;16;0,695652174;23;41;22;72,6;NA;5,584615385;44,2;27,5;2,8;NA;17,96016611;5,890372147;41,05277239;6,969470072;3,266564748;5,554616631;1,962956815;14,00481142;2,835929147;4,287754346;19,66666667;367,8027;6411,7793;68,2413;83,82;105,156;114,3;122,3033;1,459118349;1,3636;1,5409;1,5911;0,1042;0,1402;0,4074;0,4475;0,7006;0,6464;0,7842;0,8871;1,2179;0,4518;196,554;0,446248868;0,323875373;0,229875759;13,8401125;10,375475;2,406375;2,62465;5,2056875;5,240075;5,34885;2,037928867;1,999325;2,1666375;2,208675;0,069825;0,2288875;0,4655375;0,373875;0,29905;0,776175;0,8895;0,8655375;2,1252125;0,41225
PET0555;PET0555;20;0,434782609;46;63;14,4;127;29;11,54545455;23,3;20;16;18;21,09823435;5,976649467;39,63581753;6,631778849;3,051037389;3,989837242;1,368137963;11,0087753;3,047497446;3,64317619;19;240,3928;2898,8974;41,7407;52,6627;83,1427;86,5293;90,1124;1,711123812;1,6431;1,9919;2,083;0,0935;0,2021;0,3371;0,3393;0,6702;0,7894;0,9056;0,8847;1,9659;0,3582;172,967;0,491816358;0,324090723;0,184092919;12,3975125;8,1173375;2,0624375;2,2093;4,7664625;4,8207;4,9384875;2,235317748;2,1850375;2,312975;2,366275;0,0692375;0,247425;0,46685;0,33705;0,3207;0,7801125;0,8866875;0,8759375;2,29005;0,404425
PET0556;PET0556;18;0,666666667;27;48;22,9;80,3;25,5;6,176923077;42,6;27,9;4,5;17;17,57422757;6,025460904;40,98355996;6,801730293;3,502309982;3,882663513;1,783734692;11,18450172;2,184265676;3,194424374;20,66666667;301,7377;3799,548;34,036;50,546;123,8673;124,46;125,0735;2,474449017;2,4623;3,6393;3,3614;0,118;0,3168;0,3221;0,4228;0,7531;0,7951;0,8916;0,8869;3,65;0,4462;182,788;0,437928092;0,3166291;0,245442808;16,99485;14,18985;2,48975;2,7133;6,6503;6,717775;6,82015;2,513599676;2,4784125;2,673125;2,6591625;0,0737375;0,2827375;0,49445;0,3923375;0,2885125;0,7863625;0,8891625;0,8804125;2,6495125;0,4186125
PET0557;PET0557;12;1;12;33;19,3;62,2;NA;4,442857143;51,4;35,8;5;13;19,15871758;6,241930388;37,31317069;5,977825508;3,031716347;4,906037806;1,521946561;12,915566;3,23217777;4,287348029;25,66666667;238,8011;2910,2092;44,2807;49,8687;85,6827;87,122;87,9591;1,763813775;1,747;1,935;2,0087;0,0798;0,1959;0,3728;0,3331;0,7368;0,7724;0,8911;0,8687;1,9087;0,361;171,39;0,462751619;0,3262209;0,211027481;14,0702375;10,3154875;2,358775;2,578375;5,3551625;5,4041125;5,477775;2,124506715;2,097425;2,2718625;2,253675;0,0693125;0,238075;0,4502625;0,3491125;0,3098;0,7676625;0,868625;0,8762875;2,1873;0,4020375
PET0558;PET0558;14;1;14;40;17,9;59,8;37,8;4,6;NA;NA;NA;NA;19,00565154;6,915304801;37,42703165;5,412202749;3,109397767;4,547078143;1,571811819;12,17002181;2,898370338;3,916333071;19,66666667;283,2943;3643,3834;42,2487;53,7633;98,4673;104,3093;106,4431;1,979846847;1,9402;2,3307;2,4999;0,1005;0,2473;0,3379;0,493;0,7934;0,7669;0,8982;0,8872;2,3137;0,4048;162,492;0,494196637;0,322157399;0,183645964;15,3952625;12,833975;2,6828875;2,9051375;5,7586625;5,799675;5,930225;2,041288924;1,9983875;2,1496125;2,1478;0,0655;0,225125;0,472425;0,352;0,286825;0,788;0,8860125;0,8834375;2,1505625;0,4071
PET0559;PET0559;13;0,590909091;22;41;16,8;67,5;NA;3,75;36,6;22,3;1,4;15;30,1692113;6,854331529;39,70711288;5,792995672;3,295488654;4,699659001;1,338136571;12,43326588;3,51490593;3,791636798;20,66666667;307,1769;4112,0635;46,1433;61,3833;105,3253;108,6273;108,6284;1,769673511;1,7697;2,2826;2,3063;0,1075;0,2258;0,332;0,4655;0,7298;0,7051;0,7972;0,8828;1,9825;0,4356;156,541;0,481183843;0,317578142;0,201238014;14,8311;11,1605875;2,4090375;2,627325;5,6912;5,7361625;5,815625;2,213515648;2,18545;2,3643125;2,3883625;0,07245;0,251225;0,4536375;0,349875;0,3295;0,7603;0,8893375;0,848075;2,2776125;0,4138625
PET0560;PET0560;14;0,636363636;22;44;14,8;90,1;45,5;6,435714286;24;21,1;3,6;14;27,11080178;6,372527695;39,38952774;6,181146575;3,19185453;4,42643612;1,382673731;11,98713877;3,215524709;3,767120087;27,66666667;321,8119;4568,1701;53,1707;61,722;110,49;117,2633;118,6536;1,922387479;1,8999;2,078;2,1694;0,0809;0,2189;0,35;0,3173;0,6642;0,672;0,7699;0,8692;1,7416;0,3879;171,322;0,457536102;0,316404198;0,2260597;14,0147;10,6268;2,356566667;2,578833333;5,432766667;5,461033333;5,549466667;2,151929167;2,117733333;2,306466667;2,326266667;0,0724;0,244533333;0,465733333;0,384266667;0,2956;0,7948;0,8892;0,888566667;2,318366667;0,400966667
PET0561;PET0561;13;0,590909091;22;41;18,2;93,6;NA;7,8;43,5;25,5;2,2;14;20,36173441;6,352521428;40,04596769;6,303948463;3,124231926;5,280131822;1,108183845;13,29594224;4,867554789;4,230604793;19;297,008;3526,6524;39,0313;55,2027;97,8747;103,2087;102,6409;1,859345648;1,8696;2,5076;2,3744;0,1084;0,2511;0,346;0,4678;0,7051;0,5074;0,5717;0,8536;1,4645;0,5837;181,384;0,459318352;0,320634676;0,220046972;15,8221625;11,7358125;2,177525;2,4884;6,35395;6,3830625;6,495225;2,610201334;2,5718875;2,9228875;2,970475;0,084075;0,300425;0,4425375;0,431725;0,243925;0,7630875;0,8899;0,8467375;2,8101625;0,435925
PET0562;PET0562;20;0,689655172;29;49;24,6;108,1;34,5;7,206666667;32,8;25,9;4,4;20;21,51630175;6,238862129;40,29703485;6,459035961;2,702350237;4,205943286;1,302108743;10,72382128;3,248059558;3,967925244;18,33333333;307,8173;4542,0913;54,2713;68,326;95,4193;104,8173;109,6293;1,60450341;1,5341;1,7582;2,0444;0,1086;0,1834;0,3584;0,5227;0,7089;0,7292;0,8509;0,8966;1,7148;0,4119;181,319;0,471693535;0,326700456;0,201606009;13,8481;9,87505;2,2396875;2,457975;5,30755;5,3393125;5,4315125;2,209750913;2,1762375;2,37555;2,37695;0,070975;0,25265;0,4653875;0,36595;0,30345;0,7506;0,8823625;0,838875;2,2361375;0,430175
PET0563;PET0563;20;0,740740741;27;49;29,6;103,7;37;6,913333333;33,1;25;1;20;14,65201959;5,562829283;40,08813662;7,206429422;3,19065492;4,947858341;1,282643702;13,49251544;3,891861286;4,21321585;28,5;312,4347;4413,1883;46,482;60,1133;108,6273;116,332;118,6955;1,974529763;1,9352;2,337;2,4399;0,0994;0,2414;0,3484;0,4673;0,7562;0,7458;0,892;0,8873;2,3379;0,4278;154,224;0,43820028;0,31305763;0,248742089;16,4959;12,6046875;2,350825;2,6378875;6,369825;6,4148375;6,5426625;2,480265932;2,4326;2,7098875;2,7565625;0,0803;0,285525;0,4527;0,4224875;0,2764125;0,7326625;0,88615;0,815575;2,482925;0,447825
PET0564;PET0564;13;0,722222222;18;35;15;75,6;NA;5,4;38,3;23;2,5;13;16,32144355;6,632712144;38,68786934;5,832888343;3,168608761;4,527476699;1,27605651;12,09754318;3,546567154;3,820377658;21,33333333;311,3006;4279,4825;46,6513;58,42;113,3687;117,0093;115,7175;1,98078569;2,0029;2,4301;2,5021;0,1013;0,2608;0,3319;0,3826;0,7062;0,782;0,903;0,886;2,4107;0,3635;152,813;0,474324828;0,314318808;0,211356364;12,8804875;7,9217;1,92485;2,1431375;4,9940125;5,0959;5,201675;2,427130784;2,3800875;2,5997625;2,6833125;0,0765125;0,275025;0,4352125;0,3374875;0,30095;0,70915;0,881525;0,80415;2,33875;0,4464875
PET0565;PET0565;17;0,68;25;45;22,5;89;23;5,933333333;36;25,3;2,2;12;18,20500743;5,935590461;40,56411371;6,834048605;2,890426752;4,506170335;1,567777695;12,03293738;2,878668007;4,179449456;19;327,1053;4409,2528;48,8527;65,6167;105,2407;107,7807;110,9242;1,69048733;1,6426;2,1542;2,2649;0,1094;0,2093;0,3434;0,5035;0,7266;0,6462;0,7307;0,8801;1,644;0,4752;181,3065;0,455566698;0,316758404;0,227674898;12,955725;8,6146875;2,0862375;2,271425;5,0734;5,1051625;5,2197875;2,298023267;2,2519375;2,4390375;2,4965625;0,0723;0,259025;0,4558875;0,354925;0,3114125;0,76895;0,885825;0,860675;2,3791375;0,4096375
PET0566;PET0566;22;0,814814815;27;49;22,7;123,3;38,3;8,22;34,2;26,3;2,7;23;15,94390304;5,841378896;40,41951149;6,919515445;3,068914605;4,824162728;1,699658055;12,70483822;2,840981058;4,143573264;21,33333333;384,4907;4883,6175;42,8413;60,1133;134,366;142,5787;139,03;2,312799331;2,3718;3,1364;3,1758;0,0968;0,2941;0,2898;0,2912;0,7095;0,3387;0,4481;0,8108;1,0179;0,632;189,818;0,453460683;0,328762288;0,217777029;15,2772;11,2463625;2,2952625;2,4672375;5,8856375;6,0443875;6,1626125;2,497778386;2,451375;2,5648625;2,6802625;0,07235;0,2771875;0,46845;0,3398375;0,3252;0,7744;0,8820625;0,8922875;2,5294;0,396575
PET0568;PET0568;21;0,456521739;46;64;18,1;124,2;48;11,29090909;35,5;30,8;4,4;20;22,92517543;6,8987566;41,30532532;5,987357972;3,62152876;6,144602714;1,763952362;15,3693334;3,484946672;4,241120545;19,33333333;276,2273;3619,8852;43,8573;56,9807;93,8107;97,028;98,1786;1,723014986;1,7028;2,139;2,1756;0,099;0,2138;0,3711;0,5533;0,767;0,7738;0,9004;0,894;2,1401;0,4295;151,038;0,47695282;0,309365855;0,213681325;15,748575;12,7639625;2,489725;2,722575;6,209775;6,2349125;6,3358;2,327135157;2,29195;NA;2,50645;0,0746875;0,2633;0,4613375;NA;NA;NA;NA;NA;NA;NA
PET0569;PET0569N;17;0,68;25;49;15,8;65,8;30,5;4,7;NA;NA;NA;NA;16,63323273;6,408;40,634;6,341470643;2,855648879;4,396895134;1,522203314;11,42482558;2,907963139;4,006661482;20;346,236;5274,3981;49,784;64,6007;117,6867;119,888;126,0532;1,951266782;1,8558;2,3639;2,4331;0,0911;0,2313;0,4226;0,5133;0,75;0,7053;0,7834;0,884;2,062;0,4844;160,014;0,441986326;0,320784431;0,237229242;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
PET0570;PET0570;26;0,5;52;71;15,7;99,9;18,5;7,135714286;19,7;23,8;4,6;25;15,28770319;4,759615694;41,51059165;8,72141667;2,834835482;4,175333728;1,6008235;10,76275418;2,638761098;3,804687555;18;258,2751;2971,9295;44,0267;53,4247;76,962;82,4653;85,8824;1,607541081;1,5436;1,7481;1,9924;0,0868;0,1693;0,4088;0,4043;0,757;0,7564;0,871;0,9154;1,607;0,3614;165,501;0,46504855;0,314155201;0,220796249;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
PET0571;PET0571;14;0,777777778;18;35;19,8;72,2;NA;6,016666667;48,3;28,6;3;13;35,56014928;6,763968855;40,08103665;5,925668422;2,970873997;4,323060798;1,453799371;11,46050425;3,008598653;3,8649076;21;264,806;3716,0356;54,102;60,6213;87,5453;88,646;89,3544;1,473976968;1,4623;1,6182;1,6542;0,0646;0,1394;0,4078;0,3147;0,6367;0,6597;0,7388;0,8745;1,2731;0,4334;183,102;0,46231738;0,324830596;0,212852024;14,0466125;10,2195125;2,35875;2,578375;5,2996125;5,3498875;5,4711875;2,121951811;2,07515;2,247475;2,28205;0,0711;0,2393125;0,445575;0,376425;0,30655;0,7645875;0,8915625;0,8513375;2,162425;0,4070625
PET0572;PET0572;17;0,772727273;22;43;17,5;64,8;29;2,945454545;45,7;34;2,3;16;22,15984173;6,248548507;39,49053086;6,319952676;3,191921497;4,27398443;1,282065754;11,36643859;3,333431428;3,560156585;21;283,2988;3738,3653;47,9213;56,3033;94,5727;96,4353;100,7518;1,78944751;1,7128;1,9735;1,8478;0,0779;0,188;0,4264;0,4808;0,7153;0,7346;0,8245;0,8884;1,8174;0,4208;189,17;0,466532748;0,326737855;0,206729397;14,315625;10,5399375;2,4645875;2,6418625;5,430575;5,4861375;5,610225;2,123587053;2,076825;2,2043;2,268375;0,0655125;0,23015;0,4444125;0,320925;0,334525;0,7245875;0,8866875;0,8087875;2,0352;0,421325
PET0573;PET0573;13;0,8125;16;36;14,8;50,3;NA;2,794444444;38,1;26,2;3;14;20,87320666;6,776247341;39,67169983;5,854523578;2,881632028;4,837631451;1,815164324;12,62677975;2,667372062;4,390919433;17,33333333;290,0165;3949,2107;45,212;53,594;107,5267;108,6273;110,0111;2,052675673;2,0269;2,3783;2,4701;0,0848;0,2416;0,3989;0,4234;0,7255;0,7332;0,8224;0,8876;2,1759;0,4211;152,61;0,481947448;0,314828648;0,203223904;13,368875;9,16725;2,1140375;2,403725;4,98605;5,0614875;5,1633625;2,148067063;2,1118;2,365225;2,402125;0,0776;0,2529375;0,4707;0,4027;0,27215;0,7473;0,88695;0,84045;2,2393;0,4552625
PET0574;PET0574;11;0,916666667;12;36;12,6;78,8;NA;5,628571429;47,1;21,5;4,5;12;18,19727081;6,02305671;38,50195827;6,392428316;2,756479694;4,424254584;1,777382941;11,38335546;2,490360687;4,164180193;15,33333333;284,1505;3366,4951;39,624;45,466;104,2247;115,7393;115,9863;2,551055734;2,5456;2,6303;2,8181;0,09;0,2984;0,3257;0,3111;0,7045;0,7204;0,8632;0,8954;2,631;0,3845;168,168;0,476023976;0,322409733;0,201566291;14,922975;12,1225375;2,7397625;2,936875;5,476875;5,513925;5,6522375;1,924575442;1,877575;1,998975;2,00195;0,0621875;0,208425;0,4535125;0,3195625;0,3385625;0,7444875;0,88655;0,8322625;1,8674;0,418
PET0575;PET0575;13;1,083333333;12;40;13,6;44,8;27,3;3,2;46,9;27,4;0,5;13;17,80738834;6,203894817;39,79161833;6,413973723;2,80716087;4,792909196;1,955920896;12,48963273;2,448579275;4,474321945;17,66666667;288,964;4305,8265;53,594;65,786;92,1173;98,806;100,6755;1,530348402;1,5019;1,7188;1,8785;0,0944;0,1717;0,3745;0,4716;0,7618;0,7461;0,8896;0,8887;1,7262;0,4267;156,601;0,486663559;0,320400253;0,192936188;14,758125;10,5763;2,1378625;2,3719875;5,877725;5,924025;6,0087625;2,533218451;2,4983875;2,7507375;2,7342125;0,075875;0,285475;0,4701125;0,3394125;0,2850375;0,7634;0,8799875;0,8600625;2,6408125;0,426525
PET0576;PET0576;14;1,166666667;12;37;11,6;68,1;34,7;3,584210526;36;18;4,7;11;14,35797819;6,5879321;40,2653093;6,11198001;3,323975425;4,225952894;1,702555856;11,50305794;2,48442108;3,463702207;17,5;255,5717;3094,1443;41,656;47,498;101,0073;102,362;102,1408;2,150423176;2,1551;2,4248;2,2654;0,0897;0,2553;0,3306;0,3117;0,6683;0,7881;0,8864;0,8981;2,4286;0,321;177,549;0,449920867;0,319832835;0,230246298;14,2286;10,755925;2,375975;2,6590625;5,347225;5,3922125;5,5098625;2,072107181;2,030825;2,253075;2,329525;0,0747875;0,2394625;0,459225;0,403525;0,2832875;0,7859875;0,8895625;0,8768375;2,254;0,4194625
PET0578;PET0578;13;0,722222222;18;38;15,1;66;NA;3;33;18,1;1,9;13;10,82630087;5,236274961;38,02794316;7,262403797;2,445339891;4,000494279;1,348253763;10,18057866;2,975284792;4,16846655;15,66666667;263,1868;3224,0724;42,926;49,8687;97,1127;104,4787;103,5733;2,076919992;2,0951;2,2623;2,4763;0,0799;0,2349;0,3417;0,3165;0,6653;0,7429;0,9096;0,874;2,2673;0,3538;149,739;0,443037552;0,323783383;0,233179065;14,05955;9,6859875;2,0544875;2,2741;5,4887875;5,5139125;5,6314;2,476320303;2,4503125;2,69505;2,741575;0,0757375;0,2809125;0,4966;0,43945;0,2465125;0,76425;0,8877125;0,8496;2,5995875;0,4424875
PET0579;PET0579;18;0,818181818;22;42;23,4;83,7;43,5;6,975;48;27,6;2,7;16;15,96589809;5,975335689;41,25850524;6,904801234;2,944014967;4,599231496;1,536395347;11,90003332;3,028160899;4,0524316;20;278,6919;3932,4007;57,5733;64,9393;81,4493;87,5453;85,0913;1,310320561;1,3481;1,4147;1,3695;0,0712;0,1145;0,4229;0,2644;0,6417;0,5828;0,7107;0,8637;1,0067;0,4846;182,188;0,45771401;0,319927767;0,222358223;14,0528875;10,771525;2,4791625;2,6749375;5,2017;5,2374375;5,333375;1,993831632;1,96075;NA;2,128375;0,0698625;0,2203375;0,4789125;NA;NA;NA;NA;NA;NA;NA
PET0580;PET0580;14;0,7;20;35;11,8;69,4;NA;4,626666667;35,6;19,1;2,4;14;16,15069991;6,594439035;40,7532238;6,179937912;3,199223648;4,349110897;1,703466378;11,93207302;2,561496844;3,735516715;20;263,8184;3692,05;53,9327;66,2093;78,6553;83,2273;85,3489;1,289077214;1,257;1,4584;1,6001;0,1016;0,1279;0,3754;0,5048;0,7782;0,7454;0,8777;0,8883;1,4077;0,4196;160,367;0,43693528;0,309639764;0,253424957;14,8362625;11,2722875;2,3548;2,619375;5,663425;5,797025;5,89875;2,251968504;2,2167625;NA;2,4875875;0,07495;0,2584375;0,4512625;NA;NA;NA;NA;NA;NA;NA
PET0581;PET0581;12;0,545454545;22;41;14,6;71,6;NA;3,768421053;26,7;23,9;3,3;13;18,69277476;6,144043374;39,76020959;6,471342595;2,1324998;3,392891351;1,273444244;8,886473384;2,225143728;3,761386237;20;299,0615;4473,181;50,7153;61,6373;106,0027;108,2887;109,274;1,772855073;1,7569;2,0902;2,1561;0,0858;0,2086;0,3883;0,4155;0,7532;0,7183;0,8088;0,887;1,8659;0,4315;149,895;0,476546916;0,310937656;0,212515427;14,148775;10,938425;2,5453;2,7728375;5,1382125;5,16865;5,285525;1,90617914;1,8657875;2,0200875;2,0318;0,066825;0,2102375;0,4762875;0,3661;0,319225;0,753575;0,887475;0,837575;1,9165625;0,4331125
PET0582;PET0582;15;0,394736842;38;58;18,3;104,6;26,5;8,046153846;26,3;18;10,7;14;19,90318605;6,207126713;40,866086;6,583736387;3,001617726;4,716145044;1,553623526;12,10440948;3,039006433;4,051742736;20,33333333;343,9612;5135,022;53,7633;70,866;113,9613;116,2473;116,8367;1,648698953;1,6404;2,1197;2,1802;0,1018;0,2035;0,341;0,437;0,6825;0,7522;0,8761;0,8658;1,6278;0,2826;177,15;0,471820491;0,322771662;0,205407846;14,60715;10,9564625;2,35875;2,6656875;5,4663;5,515225;5,6353875;2,114046564;2,0707625;2,32075;2,3347625;0,0754875;0,2454;0,4549;0,4379125;0,2696375;0,7562625;0,8874875;0,840675;2,2247875;0,4407625
PET0583;PET0583;15;0,833333333;18;42;15,8;53,1;NA;4,084615385;46;31,3;2,7;14;30,27216301;6,709324248;39,25284728;5,850491917;2,999911845;5,229429008;1,772646219;13,42614504;3,108713695;4,496796788;17,33333333;307,2007;4141,2319;49,1913;58,42;102,5313;110,49;110,7349;1,895496405;1,8913;2,0843;2,2281;0,0719;0,2127;0,3759;0,2432;0,6758;0,5399;0,6471;0,8513;1,3435;0,4985;181,134;0,480141773;0,329076816;0,19078141;15,214925;12,7485;2,8429375;3,003025;5,5152375;5,5695;5,63595;1,876757603;1,85725;1,9412125;1,9627875;0,0608375;0,203225;0,4693875;0,3142875;0,3505625;0,751375;0,8843875;0,8414;1,849125;0,4183
PET0584;PET0584;14;0,777777778;18;39;13,1;71,7;NA;6,518181818;28,9;27,5;3,2;13;27,08493032;6,172732722;41,2735532;6,686431288;3,210341023;6,023493515;1,375515672;15,27827739;4,39242469;4,796275026;19;306,6639;4314,6294;47,752;56,642;106,0873;109,3047;111,4277;1,967227499;1,9297;2,2216;2,3252;0,0773;0,2266;0,4202;0,3821;0,6557;0,738;0,841;0,8864;2,0517;0,4236;178,274;0,446851476;0,315200197;0,237948327;14,7685;10,8753625;2,2635125;2,446075;5,701775;5,7441125;5,82165;2,379996525;2,3511;2,5220875;2,53875;0,0716375;0,269925;0,489075;0,3578625;0,318275;0,7803125;0,8909125;0,8709125;2,4646;0,413625
PET0586;PET0586;15;1,5;10;39;19;101;NA;8,416666667;37;21;3,5;14;18,25287725;6,20027986;38,95425585;6,282660901;2,539119073;4,472524325;1,436787052;11,13355312;3,266682871;4,663531413;20,5;322,7165;4565,0446;47,4133;59,944;120,65;122,0893;120,8297;2,015709662;2,0367;2,5446;2,3955;0,101;0,2557;0,3356;0,4347;0,7323;0,7675;0,8695;0,8919;2,4688;0,3889;152,261;0,470258306;0,312896934;0,21684476;13,572775;9,5712125;2,22515;2,4289;5,152775;5,17525;5,31135;2,186730619;2,1338875;2,321175;2,360325;0,0695125;0,24585;0,4806125;0,3844625;0,3064125;0,77445;0,8865375;0,8653125;2,2520625;0,4160375
PET0587;PET0587;15;0,681818182;22;43;21,9;76,8;NA;5,485714286;42;32;2,1;17;18,82197524;5,835431144;40,4379123;6,929721438;3,501089356;5,304315309;1,387955526;13,87770816;3,866938639;4,043746106;24;355,2223;5625,8884;58,5047;70,9507;122,0047;125,0527;128,5846;1,81230911;1,7625;2,0854;2,1553;0,0875;0,1989;0,3484;0,371;0,6714;0,6694;0,7725;0,8814;1,686;0,4206;167,407;0,44127187;0,304491449;0,254236681;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
PET0588;PET0588;11;0,379310345;29;51;14,3;98,6;43;4,481818182;16;13,1;7;10;15,86061435;5,997477441;41,75572091;6,962213918;3,242873673;5,117004607;1,398244816;13,34438744;3,779982556;4,166063885;23,25;296,3889;3890,6087;53,848;63,1613;87,376;90,2547;90,6141;1,434645899;1,429;1,6226;1,5218;0,0861;0,1422;0,407;0,3349;0,6475;0,6648;0,8119;0,8176;1,1569;0,373;143,941;0,434546099;0,30816793;0,257285971;12,66485;8,3554;2,13915;2,309825;4,6937;4,733375;4,8668625;2,107026506;2,052025;2,19865;2,2647125;0,0677;0,2311125;0,48475;0,3548625;0,2924375;0,729775;0,8763;0,8225375;1,9948875;0,4409
PET0589;PET0589;14;1;14;38;14,2;64,7;NA;4,04375;34,9;19,9;NA;13;18,65359411;6,426141634;39,04964833;6,076686534;3,262107333;5,220634083;1,547487503;13,07947132;3,380148568;4,013801571;17,66666667;292,2536;3924,7162;45,466;57,7427;98,4673;109,22;107,6846;1,864904135;1,8915;2,1657;2,0414;0,0978;0,2341;0,3512;0,3931;0,7089;0,6656;0,8133;0,8827;2,0141;0,4757;168,892;0,467209815;0,317036923;0,215753262;15,45965;12,2311;2,4249;2,690825;5,9438625;5,9809;6,1144;2,272314253;2,22385;2,45315;2,477925;0,0729875;0,2582875;0,4781125;0,4242875;0,2741125;0,7732625;0,8882875;0,86325;2,39985;0,429275
PET0590;PET0590;14;1;14;35;16,4;91,1;NA;6,073333333;31,9;20;4,5;9;17,20296985;6,8301517;39,5201813;5,786135218;3,47185898;5,101148786;1,40372795;13,41223547;3,639043795;4,097600825;18;307,8486;3994,5296;43,2647;61,214;102,108;105,0713;107,3304;1,75336361;1,7165;2,3601;1,9583;0,1188;0,2308;0,3661;0,6447;0,784;0,7774;0,8893;0,8885;2,3627;0,4456;175,393;0,454550638;0,320594322;0,22485504;14,5863125;11,0263;2,35085;2,682875;5,4980375;5,58005;5,657625;2,108791874;2,0807875;2,3392;2,401125;0,077775;0,2477375;0,4395875;0,4209375;0,274425;0,7603;0,8866875;0,853625;2,248375;0,4316875
PET0591;PET0591;12;0,666666667;18;38;14,4;70,3;NA;4,39375;32;17,4;0,5;12;17,08528149;6,527299953;40,7478089;6,24267449;2,83274428;3,827665357;1,440994598;10,20930649;2,656156244;3,642868391;19;260,3627;3174,4453;46,3127;57,404;85,0053;86,36;89,2542;1,554842868;1,5044;1,8355;1,7798;0,0903;0,1707;0,3515;0,4072;0,7143;0,685;0,7612;0,8791;1,524;0,433;183,193;0,452255272;0,328233066;0,219511663;13,4043875;9,31515;2,198675;2,42225;5,05885;5,1435125;5,25305;2,168665497;2,1283875;2,3044625;2,3508125;0,0695875;0,2449125;0,4625125;0,3679375;0,3087;0,729125;0,8861125;0,82435;2,1364875;0,4451875
PET0592;PET0592;22;0,814814815;27;51;18,3;92,9;35;4,645;34,2;26,6;0,6;22;17,80621467;6,114399231;39,08275902;6,391921355;3,22535201;3,470534233;1,259399634;9,951974669;2,77457502;3,08375356;21;290,7615;3931,6122;56,0493;65,532;91,8633;99,4833;103,1383;1,573861625;1,5181;1,639;1,7082;0,0937;0,1621;0,3432;0,3277;0,6979;0,7376;0,8756;0,8864;1,6402;0,3452;181,613;0,454670095;0,33295524;0,212374665;12,57105;8,62295;2,2913;2,4884;4,6315375;4,6513875;4,7996625;1,9288147;1,870525;2,022675;2,0704375;0,06825;0,2095;0,4539625;0,3808875;0,3216875;0,7798;0,888325;0,869025;2,0028875;0,403625
PET0593;PET0593;18;1,636363636;11;32;14,4;47,1;NA;2,770588235;37,2;16,5;0;13;19,07989503;6,579379536;40,5943166;6,169930823;3,278353939;3,83230789;1,379294638;12,05589315;2,755011432;3,458359435;20,5;314,0409;4380,7439;47,3287;66,294;98,1287;107,696;107,8504;1,626850092;1,6245;2,0733;2,1737;0,119;0,2079;0,3349;0,5636;0,7579;0,7286;0,8752;0,8887;2,0762;0,4692;188,303;0,463550767;0,329766387;0,206682846;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
