Plant ID;Genotype ID;TLN;LIR;Days to budding;DTF ;Stem diameter at flowering;Plant height at flowering;Internode length;Stem diameter final before 1st node;Stem diameter final after 5th node;Distance of first branching from ground;Primary branches;SLA;Leaf total N;Leaf total C;Leaf C N ratio;Disk diameter;Ligule length;Ligule width;Flower head diameter;Ligule LW ratio;Flower FHDD ratio;Ligules number;Stem colour;Petiole main veins colour;Darker axillae;Leaf perimeter;Leaf area;Leaf width mid-height;Leaf maximum width;Leaf height mid-width;Leaf maximum height;Leaf curved height;Leaf curvedHeight maxWidth;Trichomes length;Trichomes density leaf edge flat area;Trichomes density leaf edge secondary veins;Trichomes density leaf center flat area;Trichomes density leaf center secondary veins;Trichomes density edge average;Trichomes density center average;Trichomes density nonvein average;Trichomes density vein average;Leaf shape index external I;Leaf shape index external II;Leaf curved shape index;Leaf ellipsoid;Leaf circular;Leaf rectangular;Leaf obovoid;Leaf width widest pos;Leaf eccentricity;Leaf proximal eccentricity;Leaf distal eccentricity;Leaf shape index internal;Leaf eccentricity area index;Total RGB;RGB proportion green;RGB proportion red;RGB proportion blue;Phyllaries diameter;Phyllaries length;Phyllaries width;Phyllaries LW ratio;Flowerhead to phyllaries diameter ratio;Disk to phyllaries diameter ratio;Seed perimeter;Seed area;Seed width mid height;Seed maximum width;Seed height mid width;Seed maximum height;Seed curved height;Seed HW ratio;Seed shape index external I;Seed shape index external II;Seed curved shape index;Seed ellipsoid;Seed circular;Seed rectangular;Seed ovoid;Seed width widest pos;Seed eccentricity;Seed proximal eccentricity;Seed distal eccentricity;Seed shape index internal;Seed eccentricity area index
ANN1087;ANN1087;19;0,575757576;33;62;39,6;183,6;9,663157895;49;36;14;18;60,85813325;5,044;42,779;8,481307623;4,383124892;7,157554231;1,929280975;18,06255859;3,716831931;4,16474194;23;3;4;1;611,9647;14021,7139;84,582;127,254;177,038;195,58;225,8233;1,774587046;3,555183673;56;40;48;48;48;48;52;44;1,5369;2,0931;1,7834;0,1278;0,2097;0,3053;0,5541;0,7426;0,697;0,9194;0,886;2,015;0,4848;181,825;0,459909253;0,308208442;0,231882304;10,0545835;4,201685336;1,663935329;2,520493725;1,826478314;0,442289787;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN1088;ANN1088;17;0,772727273;22;49;27,7;115,3;6,782352941;36;36;14;13;6,857289268;6,904;41,284;5,979550093;4,898297131;6,248606165;1,967788828;17,31030901;3,189182732;3,55546596;22,75;3;4;0;407,9511;6395,7937;65,278;84,074;121,158;127,254;145,2815;1,728019364;2,585216327;116;48;54;55;82;54,5;85;51,5;1,5136;1,856;1,6308;0,1059;0,1808;0,3526;0,4846;0,7357;0,732;0,8492;0,8862;1,7767;0,4027;193,357;0,452060179;0,316357825;0,231581996;8,208846093;3,137411975;1,283871489;2,452662385;2,116918095;0,596405018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN1089;ANN1089;NA;NA;35;69;49,4;245,2;NA;52;47;18,5;24;27,80230114;5,053;43,486;8,606624477;4,775765473;6,379779653;1,702657622;16,9900557;3,812887655;3,562656627;31,66666667;1;3;1;596,4333;16119,7742;102,108;132,334;186,944;194,564;208,6578;1,576751251;3,202530612;42;20;12;34;31;23;27;27;1,4702;1,8308;1,7879;0,1094;0,1764;0,3649;0,5445;0,765;0,7686;0,9074;0,8842;1,8375;0,4085;161,171;0,46204342;0,310037165;0,227919415;8,313776885;3,298106815;1,26131189;2,619622673;2,055865522;0,575577836;12,915425;9,426275;2,5492625;2,70935;4,572;4,6156375;4,76855;1,760034695;1,7094;1,79875;1,8251625;0,058475;0,174;0,473025;0,305575;0,3505;0,7118375;0,8819625;0,796825;1,6056;0,4427875
ANN1090;ANN1090;21;0,875;24;51;37;142,6;6,79047619;59;50;11;17;35,72554217;5,495;42,099;7,661128681;4,676528961;6,530493521;2,285909231;17,09933237;2,576218264;3,665193889;22;2;3;1;510,2309;11946,6213;81,026;102,108;171,196;174,498;187,7874;1,839105653;3,188693878;17;20;19;14;18,5;16,5;18;17;1,709;2,1129;2,2414;0,0991;0,2094;0,3982;0,5557;0,7787;0,7843;0,9057;0,8907;2,1181;0,4204;167,499;0,480892423;0,317434731;0,201672846;7,603348289;3,179896695;1,327067762;2,404961677;2,252887184;0,615169602;14,847125;12,20315;2,8284;2,9607;5,4120625;5,45835;5,557675;1,877148985;1,8530375;1,926175;1,982475;0,0561375;0,1965375;0,466025;0,29395;0,36415;0,7427375;0,87245;0,8424;1,7849875;0,4069875
ANN1091;ANN1091;20;0,833333333;24;50;63,3;169,6;8,48;65;40;11,5;16;27,71645224;6,708;42,338;6,311948151;5,013029979;5,228791397;1,906529432;15,30869952;2,790893687;3,061315853;28;3;4;1;489,6419;9634,2388;84,582;102,362;132,08;149,352;175,2479;1,712040601;3,814040816;121;23;79;46;72;62,5;100;34,5;1,4591;1,5616;1,8026;0,1125;0,1606;0,3667;0,4989;0,7896;0,7325;0,911;0,8811;1,6045;0,3939;183,476;0,446314504;0,311931806;0,24175369;7,193063189;3,074478706;1,387787712;2,232379569;2,134619759;0,69718347;13,98645;10,502975;2,60615;2,6921375;5,156725;5,267875;5,4283625;2,016376392;1,957125;1,97885;2,07195;0,05645;0,2115875;0,44195;0,2431375;0,400325;0,7175875;0,876125;0,813575;1,7938875;0,4066375
ANN1092;ANN1092;18;0,818181818;22;48;27,1;92,9;5,161111111;42;32;17;15;13,3729138;6,437;41,849;6,501807818;NA;NA;NA;NA;NA;NA;27;1;4;0;458,7548;8517,2088;80,518;98,806;116,586;128,016;141,6567;1,433685201;3,078122449;90;96;83;80;93;81,5;86,5;88;1,2956;1,4479;1,3645;0,1039;0,1339;0,4269;0,4314;0,6672;0,5408;0,6476;0,7884;0,9577;0,5404;187,674;0,447744493;0,314998348;0,237257159;NA;NA;NA;NA;NA;NA;12,4019875;8,991875;2,648475;2,7424;4,3696;4,4225125;4,5950875;1,67557158;1,615425;1,653775;1,7412375;0,0506;0,1550125;0,45535;0,2693875;0,386325;0,7664875;0,87785;0,8679375;1,6192875;0,381475
ANN1093;ANN1093;21;0,954545455;22;44;25,2;127,5;6,071428571;39;31;17;19;35,04499165;5,729;44,071;7,692099786;4,706940059;6,528448544;1,908041964;18,14272977;3,435585009;3,863611402;24,75;1;3;1;486,8373;10913,0104;96,52;108,712;150,114;162,306;171,045;1,573377364;3,572816327;74;41;60;72;57,5;66;67;56,5;1,493;1,5553;1,8773;0,0838;0,1344;0,3676;0,2766;0,6166;0,7398;0,8856;0,8889;1,5526;0,3338;176,932;0,435297176;0,312905523;0,251797301;8,645548086;3,368795388;1,197717507;2,825993613;2,023211365;0,523976009;13,012725;10,0911;2,6723;2,7662125;4,6910875;4,7373625;4,860175;1,756978179;1,7155125;1,757625;1,7995875;0,0505875;0,174125;0,4818875;0,251875;0,394925;0,7557125;0,8817875;0,85005;1,6880625;0,411375
ANN1094;ANN1094;18;0,75;24;51;37,9;118,7;6,594444444;53;42;15,5;14;15,3478298;5,815;41,253;7,094270888;5,093812696;6,373449498;1,752323218;17,97416032;3,643782356;3,527348636;20,66666667;2;2;1;427,8459;7520,4366;65,024;81,28;130,048;159,004;162,6158;2,000686516;3,155755102;74;44;75;32;59;53,5;74,5;38;1,9563;2;2,2799;0,0995;0,244;0,3262;0,3861;0,7204;0,6528;0,8699;0,885;2;0,4392;174,856;0,484713135;0,315705495;0,19958137;9,734376971;4,142028108;1,136499305;3,67299091;1,775713026;0,50330986;14,2072875;11,15145;2,7754875;2,9170375;4,9926875;5,10515;5,1813125;1,776224166;1,756625;1,805475;1,8602625;0,0538625;0,1825875;0,466725;0,2710125;0,3837625;0,7238375;0,8404875;0,860225;1,6508;0,41555
ANN1095;ANN1095;23;0,71875;32;61;32,1;191,2;8,313043478;37;30;19,5;21;30,09421985;6,058;41,858;6,909060989;4,213524303;6,05138455;2,062430418;16,22247314;2,941353877;3,854404774;21;2;1;1;499,8666;11676,5573;91,186;109,474;164,592;176,53;179,7696;1,642121417;4,699591837;13;18;2;13;15,5;7,5;7,5;15,5;1,6125;1,805;1,9128;0,0934;0,1776;0,3294;0,3782;0,6475;0,7464;0,8648;0,8946;1,8112;0,3571;183,146;0,475374838;0,322163738;0,202461424;8,043121026;3,241773726;1,119000667;2,89518548;2,026621797;0,526957019;13,687725;9,919125;2,4262375;2,5558875;5,1673125;5,2361125;5,358525;2,096541808;2,0514;2,1307;2,1980375;0,0587375;0,22275;0,45515;0,2379875;0,3738375;0,760075;0,865025;0,8744125;2,0435;0,3889375
ANN1096;ANN1096;20;0,833333333;24;48;25,9;103,2;5,16;37;40;17;18;15,19755018;6,378;43,036;6,747984876;3,568785671;4,832123307;1,82733698;13,41409744;2,674746626;3,492424455;16,66666667;2;4;1;495,6116;8267,4673;79,756;98,298;130,048;130,556;159,2667;1,620243545;3,862530612;12;32;5;37;22;21;8,5;34,5;1,3282;1,6306;1,6065;0,1095;0,1475;0,4086;0,5096;0,7577;0,7836;0,9013;0,872;1,5952;0,3791;188,119;0,485182252;0,329254355;0,185563393;7,603048167;3,257511999;0,909329819;3,622390809;1,651897491;0,468891326;12,9960125;8,87755;2,2926125;2,3905125;4,852475;4,9133125;5,05355;2,11400275;2,065525;2,1279125;2,198675;0,058225;0,2244625;0,465975;0,2668;0,36095;0,690875;0,8752125;0,775825;1,8454625;0,4444625
ANN1097;ANN1097;21;0,65625;32;61;34,6;144,7;6,89047619;36;30;8;20;33,2571333;3,637;28,477;7,829509859;4,349873944;6,714669635;1,964013451;17,53240459;3,447526008;4,031591823;26,33333333;1;3;1;567,0503;13771,7789;83,82;119,126;193,294;195,072;203,2278;1,705990296;2,737763265;47;45;55;72;46;63,5;51;58,5;1,6375;2,3061;2,4357;0,1146;0,2159;0,3199;0,5375;0,7782;0,7718;0,8902;0,8617;2,2256;0,4206;177,08;0,481776598;0,318658234;0,199565168;9,236026617;4,285473566;1,348214057;3,176928099;1,899120911;0,471035121;14,0140125;11,0009375;2,6842;2,8112;5,232125;5,2665375;5,3681125;1,909544856;1,8778;1,9526875;2,0016875;0,0566875;0,1994625;0,454575;0,2558625;0,3792375;0,724775;0,8820625;0,8079625;1,7780625;0,4186125
ANN1098;ANN1098;22;0,785714286;28;55;44,6;150,7;6,85;45;37;20;18;26,27731456;3,944;29,65;7,51770298;3,872654455;6,008070037;2,340080096;15,89739891;2,579241398;4,111899116;20;2;3;1;476,5136;9748,8837;94,488;104,394;135,89;148,336;160,0932;1,533547905;3,273183673;73;20;58;75;46,5;66,5;65,5;47,5;1,4209;1,4382;1,5556;0,0786;0,131;0,3599;0,3193;0,6837;0,7273;0,8983;0,8945;1,4722;0,3653;163,986;0,487200127;0,316892905;0,195906968;7,51854812;3,290753064;1,303839212;2,534658972;2,113804177;0,514496959;12,623925;9,2921875;2,5294375;2,6617;4,5468625;4,5786125;4,73405;1,778581358;1,7224625;1,8002375;1,8617625;0,0565625;0,180125;0,4754375;0,3015;0,3604125;0,7831375;0,884;0,8796375;1,7796;0,389875
ANN1099;ANN1099;20;0,952380952;21;49;33,5;143,1;7,155;40;35;21;17;14,02142143;5,843;40,804;6,983619748;4,426348928;6,137046987;2,12265161;16,27143888;2,899379713;3,675774242;26;1;3;1;538,3364;10796,4945;76,708;108,204;150,876;164,592;188,0458;1,737882149;3,89044898;59;57;95;55;58;75;77;56;1,5211;1,9669;2,0328;0,1159;0,1985;0,3277;0,5126;0,7382;0,7264;0,8952;0,8769;1,7939;0,4221;168,09;0,487482896;0,312564697;0,199952406;9,223632468;4,286771072;1,113355142;3,855771359;1,766237431;0,480694803;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN1100;ANN1100;25;0,641025641;39;76;38,7;260,8;10,432;38;29;25;22;24,38531133;3,417;40,423;11,83109716;4,212391982;6,792267713;1,735858652;17,58086364;3,92681163;4,175573907;23,66666667;1;3;0;588,4647;15218,8728;96,774;124,968;187,706;198,374;202,9301;1,623856507;3,994040816;49;16;59;33;32,5;46;54;24,5;1,5874;1,9396;2,0969;0,1044;0,1855;0,354;0,4936;0,7469;0,7487;0,8985;0,8795;1,7914;0,3661;200,898;0,476087368;0,331924658;0,191987974;9,248631743;3,949157541;0,977196601;4,079327087;1,904144998;0,455894713;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN1101;ANN1101;22;0,785714286;28;58;39,9;142,3;6,468181818;57;42;12;17;NA;6,366;42,917;6,741944739;5,175068799;5,944224445;1,793519725;16,6991343;3,319801959;3,223310393;31,66666667;2;3;0;767,0084;16619,3216;118,872;151,13;156,718;196,088;238,3739;1,577277179;3,649469388;106;54;91;46;80;68,5;98,5;50;1,2975;1,3184;1,935;0,151;0,1791;0,3361;0,4878;0,6856;0,5058;0,6667;0,8478;0,942;0,5077;174,277;0,487689139;0,317873271;0,194437591;8,790852567;3,058370529;1,259414463;2,432137947;1,900391815;0,589788738;15,320425;12,967225;2,9157125;3,062575;5,4623375;5,513925;5,6333375;1,839412096;1,817525;1,889025;1,942325;0,0592375;0,1938625;0,4819375;0,3074125;0,370525;0,740875;0,8805;0,8345;1,781525;0,4271
ANN1102;ANN1102;NA;NA;26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN1103;ANN1103;19;0,655172414;29;55;31,1;115,1;6,057894737;38;33;23;13;28,75564949;5,597;43,02;7,686057401;4,703396889;7,159600648;1,996905995;18,85557034;3,610466519;4,014059669;24,33333333;0;1;0;568,0862;9935,0769;73,914;95,25;164,846;168,656;194,063;2,037406824;3,936979592;107;44;46;23;75,5;34,5;76,5;33,5;1,7707;2,2302;2,4102;0,1024;0,2156;0,3565;0,4159;0,645;0,7451;0,8759;0,8621;1,9603;0,3651;198,479;0,475203926;0,325656619;0,199139456;9,199308868;3,730631731;1,232303265;3,033747647;2,048956322;0,511130381;14,2813875;12,505;3,2120375;3,3482875;4,9437375;4,971525;5,096425;1,522098983;1,48525;1,53985;1,5767875;0,0458375;0,12465;0,47315;0,2659125;0,3678375;0,7597875;0,8813875;0,852025;1,4802375;0,3971125
ANN1104;ANN1104;23;0,58974359;39;68;45,9;181,4;7,886956522;43;32;16;19;20,95730716;5,496;44,906;8,16997133;4,317213902;6,268532723;1,510999605;16,99050152;4,176896287;3,931553578;29;1;2;1;610,3809;13400,1022;90,17;120,396;171,45;189,484;207,1265;1,720376923;3,468979592;61;39;46;31;50;38,5;53,5;35;1,5738;1,9014;1,9928;0,1187;0,2045;0,3358;0,5002;0,7291;0,6201;0,7537;0,8834;1,5503;0,4794;160,595;0,468781718;0,308322177;0,222896105;7,331915583;2,892666691;1,063683133;2,725376326;2,326947635;0,589999045;12,206225;8,665975;2,5413125;2,624675;4,3894375;4,4172;4,5742625;1,742791965;1,685525;1,730075;1,796875;0,0475875;0,1624375;0,466075;0,2247;0,405375;0,745725;0,8693;0,8465125;1,613475;0,3924625
ANN1105;ANN1105;19;0,904761905;21;43;31,5;133,3;7,015789474;55;36;8,5;16;17,83541355;5,583;42,451;7,60311971;5,308044923;5,625072871;1,636247303;16,34406569;3,448616712;3,079115879;33;3;3;1;678,8549;14452,0356;105,41;126,492;167,64;185,928;212,9599;1,683583942;3,151640816;132;49;58;57;90,5;57,5;95;53;1,4699;1,5904;1,608;0,0953;0,1596;0,372;0,3549;0,6302;0,5089;0,6252;0,8285;0,9538;0,4913;177,177;0,455132438;0,315983452;0,22888411;9,19625079;3,980544242;1,174523939;3,373758552;1,707800472;0,554642018;13,1229125;8,793675;2,16165;2,304525;5,015175;5,0919125;5,2110125;2,261208926;2,2109125;2,321075;2,3817625;0,0666;0,2493625;0,4700625;0,3125125;0,344475;0,7664;0,8782625;0,8732625;2,252425;0,39825
ANN1106;ANN1106;21;0,807692308;26;52;35,3;124,3;5,919047619;43;43;9;17;19,26558961;5,319;43,29;8,138796116;4,556129615;6,272293404;1,845291952;16,64139473;3,517523448;3,674887286;26,66666667;1;4;0;709,338;15200,5502;107,442;143,764;157,988;178,054;203,898;1,418282741;3,01444898;71;57;66;105;64;85,5;68,5;81;1,2385;1,4704;1,7226;0,1306;0,1456;0,3862;0,4229;0,5895;0,5257;0,6133;0,8783;0,9634;0,5314;187,543;0,463797636;0,319633364;0,216569;7,855870144;3,324345111;1,159812731;2,926827979;2,121664011;0,579892739;15,433025;13,8209125;3,124725;3,2226125;5,6647375;5,716325;5,8176625;1,805262811;1,7756625;1,8153625;1,8579875;0,0516125;0,181;0,4631625;0,23455;0,3874375;0,7759;0,878625;0,8801625;1,7751875;0,3721625
ANN1107;ANN1107;21;0,6;35;59;24,1;118,5;5,642857143;27;23;12,7;18;29,75861872;5,348;37,644;7,038784905;4,830211321;4,717832728;1,569258011;14,37124393;3,011174065;2,978198621;30,66666667;2;1;0;431,3962;7820,565;66,548;84,328;143,256;153,162;159,3358;1,889476805;2,417093878;22;17;21;16;19,5;18,5;21,5;16,5;1,8163;2,1527;2,3494;0,0911;0,2128;0,3413;0,3316;0,7078;0,4983;0,5894;0,8671;1,2712;0,5413;202,684;0,479233684;0,324584082;0,196182234;7,07503568;2,382909265;1,255560361;1,900709803;2,033613715;0,682684545;13,209175;9,6726875;2,4751875;2,596875;4,974175;4,99535;5,1164375;1,97022864;1,9262;2,0127375;2,0488625;0,05875;0,2073875;0,4563375;0,28585;0,3548;0,7568625;0,87655;0,851525;1,912725;0,394525
ANN1108;ANN1108;21;0,65625;32;68;43,9;185,2;8,819047619;58;38;10,5;19;21,34097743;5,534;44,095;7,968393638;4,30349476;5,290499488;1,455922202;14,7913416;3,604541576;3,434507983;33,33333333;1;3;0;570,9611;12574,1039;84,074;118,11;163,068;175,768;203,2824;1,721127762;3,342318367;52;69;55;72;60,5;63,5;53,5;70,5;1,4882;1,9396;2,0747;0,1207;0,179;0,3447;0,5262;0,7355;0,741;0,8889;0,8873;1,9394;0,4553;172,626;0,448518763;0,30940878;0,242072457;8,318955089;3,609518705;1,295746759;2,790829795;1,779897954;0,518210776;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN1109;ANN1109;21;0,65625;32;56;42,3;155,2;7,39047619;39;35;14,5;20;18,70912751;5,132;45,042;8,777195186;4,723436791;5,796199228;1,60165557;16,48708606;3,564725259;3,504768118;25;1;3;0;496,4128;9420,0457;75,438;104,648;140,97;152,146;169,7061;1,621685078;3,048171429;102;37;57;119;69,5;88;79,5;78;1,4539;1,8687;2,0246;0,1236;0,1815;0,3438;0,5682;0,7467;0,7358;0,8853;0,8835;1,8333;0,432;172,963;0,480357071;0,322161387;0,197481542;7,918384145;3,003470742;1,20484871;2,551965064;2,07767656;0,59504671;15,0923125;13,0892625;2,9143875;3,051975;5,711025;5,74675;5,8277375;1,909497129;1,883725;1,960075;1,986025;0,0569125;0,2012875;0,4448875;0,2708375;0,3765375;0,77735;0,8894;0,8666;1,927475;0,3805625
ANN1110;ANN1110;20;0,606060606;33;55;30,4;144,6;7,23;29;28;13;19;24,58008932;5,483;42,004;7,661414967;4,243402384;6,18114417;1,685977229;16,26265294;3,661285143;3,832139451;26;0;4;1;455,0662;8448,1767;78,486;96,774;140,462;142,748;154,9082;1,600721268;3,477306122;124;65;67;37;94,5;52;95,5;51;1,4751;1,7896;1,8823;0,0957;0,1599;0,3583;0,399;0,6963;0,6702;0,7565;0,9038;1,4242;0,4046;212,191;0,48455401;0,339529009;0,17591698;8,363551001;2,972463364;1,075479576;2,764205319;1,947281432;0,508290491;14,3817125;11,5815875;2,62995;2,7331625;5,3287;5,396175;5,4715;2,001893411;1,990475;2,042625;2,079125;0,06015;0,2163125;0,50535;0,298025;0,357875;0,7813125;0,8859125;0,880075;2,0272125;0,4045
ANN1111;ANN1111;26;0,742857143;35;68;37,4;166,7;6,411538462;39;31;14,5;28;18,6343078;4,948;43,54;8,800275356;5,305768851;6,298573084;1,290347653;17,81241633;4,910044915;3,354842516;30,33333333;1;2;0;664,8364;13549,0052;112,268;128,27;169,418;171,958;225,9838;1,761782178;3,091763265;75;42;78;68;58,5;73;76,5;55;1,3406;1,509;1,6367;0,1156;0,1493;0,3623;0,377;0,6541;0,7367;0,8799;0,8231;1,4229;0,3482;178,316;0,471825299;0,321042419;0,207132282;8,503306466;3,625057261;0,662999673;5,48936617;2,110017233;0,628257316;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN1112;ANN1112;20;0,769230769;26;55;39,9;122,6;6,13;44;38;8,5;21;28,77040732;6,103;41,969;6,877339295;4,702185936;4,910873219;1,90692324;14,0550691;2,586914797;3,001772068;21,33333333;1;3;1;583,8311;9359,0135;75,184;104,394;145,542;149,352;195,5972;1,873644079;3,71877551;72;45;49;48;58,5;48,5;60,5;46,5;1,4307;1,9358;2,139;0,1248;0,1764;0,3555;0,4781;0,6734;0,7598;0,9047;0,866;1,906;0,435;191,604;0,471451535;0,317780422;0,210768042;8,460499733;3,718401835;1,021355846;3,65081054;1,680686862;0,559237737;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN1113;ANN1113;20;0,666666667;30;57;39,8;176,5;8,825;47;42;19;20;36,93584953;6,417;42,82;6,673315532;5,064037394;5,512296826;2,08632591;15,64325441;2,653004065;3,089102564;24,33333333;1;4;0;529,152;12199,9111;92,202;110,998;148,59;170,18;194,0384;1,748125191;3,640897959;127;34;47;57;80,5;52;87;45,5;1,5332;1,6116;2,1161;0,0988;0,1637;0,3886;0,5046;0,7806;0,6966;0,8727;0,8893;1,6181;0,4426;168,054;0,443625263;0,312542397;0,24383234;8,438833419;3,184258719;1,205343964;2,648315467;1,852661467;0,599895438;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN1114;ANN1114;42;0,646153846;65;94;40,4;360;8,571428571;41;33;14;40;21,17011711;3,902;41,759;10,70081256;4,081265792;4,844520929;1,590386705;13,29912519;3,002106927;3,257199531;29;1;1;0;480,1462;10502,4951;100,33;108,204;140,716;151,892;164,5435;1,520678533;3,436163265;34;13;72;24;23,5;48;53;18,5;1,4038;1,4025;1,6442;0,0766;0,1112;0,3773;0,316;0,7027;0,7504;0,8871;0,8978;1,4268;0,3213;174,396;0,45979839;0,314061102;0,226140508;6,448581025;2,473278418;0,942790578;2,619458414;2,056141237;0,63141407;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN1115;ANN1115;32;0,695652174;46;75;52,6;270,8;8,4625;57;51;21;29;19,2661943;4,505;44,885;9,962593406;4,599657212;6,228742587;1,581410916;16,82511627;4,027637997;3,663546055;37,75;1;3;0;662,1626;14813,7768;99,822;124,968;190,246;199,644;214,3592;1,71531272;3,485387755;37;44;43;27;40,5;35;40;35,5;1,5976;1,9059;2,0838;0,116;0,2009;0,3352;0,4095;0,7072;0,7465;0,8786;0,8605;1,7651;0,3345;175,383;0,454656381;0,313713416;0,231630204;8,777849797;4,05673353;1,021628928;3,970310311;1,917510455;0,523791789;13,0899625;9,579275;2,5109;2,616725;4,7783875;4,84585;5,0050875;1,912729653;1,85915;1,9129125;1,962175;0,0555875;0,1974125;0,4701125;0,2726125;0,3810375;0,75845;0,8836125;0,8590125;1,844175;0,3990875
ANN1116;ANN1116;37;0,804347826;46;85;67,7;249;6,72972973;70;64;15,5;34;32,68304661;4,306;41,916;9,734073951;4,14066222;6,192302721;1,714314371;15,96848479;3,624670808;3,86185643;22;1;3;1;734,4343;14445,9066;117,348;148,844;141,478;168,402;211,0891;1,418190186;2,528106122;60,66666667;25,66666667;41,33333333;36,66666667;43,16666667;39;51;31,16666667;1,1314;1,2056;1,5713;0,1318;0,141;0,3436;0,4651;0,6985;0,713;0,8566;0,8889;1,2826;0,3907;174,339;0,47088718;0,32272756;0,206385261;7,036161233;2,882026126;1,053755552;2,77982346;2,272357427;0,588529836;14,3915;11,0245875;2,6233375;2,7715;5,222875;5,2466875;5,380725;1,941448674;1,9058375;2,0079375;2,0165;0,0594;0,2089875;0,4664;0,2927875;0,3715625;0,7054;0,8777125;0,785325;1,77445;0,4468875
ANN1117;ANN1117;27;0,84375;32;57;33;144,7;5,359259259;41;39;8;23;29,15472305;6,209;42,866;6,903613406;4,141088504;5,601324719;2,033814806;14,98270669;2,7661617;3,630113864;21;0;3;0;580,0951;11790,17;96,266;117,856;147,828;157,226;166,2448;1,410575618;3,33355102;39;61;102;53;50;77,5;70,5;57;1,3341;1,5356;1,5703;0,11;0,1382;0,3752;0,4149;0,6253;0,5825;0,7362;0,9424;1,0909;0,4894;186,587;0,467588846;0,319802559;0,212608595;6,549944314;2,7117643;1,007265017;2,702358152;2,169678011;0,597579439;13,0773;10,1753;2,7953125;2,94085;4,5600875;4,613;4,7472125;1,61423143;1,5699;1,6327;1,699675;0,056225;0,1499875;0,4565;0,3068;0,3375125;0,7610875;0,881825;0,8598375;1,59335;0,4052625
ANN1118;ANN1118;18;0,692307692;26;51;26,1;135,5;7,527777778;47;38;10;16;23,36220507;6,099;42,769;7,012820331;4,766284812;5,663360709;1,995022686;15,80029058;2,843387536;3,316997457;26,66666667;0;3;0;648,7653;14923,7766;115,316;134,62;145,288;171,196;207,1862;1,539044718;3,883346939;88;32;48;37;60;42,5;68;34,5;1,2717;1,2599;1,424;0,1059;0,125;0,4401;0,5287;0,7834;0,6776;0,8837;0,8854;1,2597;0,4395;187,815;0,468626042;0,319069297;0,212304662;9,198452548;3,440912142;1,213496593;2,864436625;1,717952023;0,518314164;13,648825;10,738425;2,6617125;2,8019375;5,0217875;5,05355;5,144825;1,836166938;1,812425;1,8950875;1,9062;0,058125;0,1917125;0,4637375;0,2876875;0,3665625;0,77465;0,8853625;0,8670375;1,845525;0,3913375
ANN1119;ANN1119;21;0,636363636;33;61;31,6;130;6,19047619;43;35;19;18;28,14554808;5,953;42,291;7,103609539;4,973511038;5,380462891;1,910162539;15,30370357;2,832149637;3,079377;27,25;0;2;0;623,552;12293,9754;104,648;128,778;141,478;162,052;183,0942;1,421781671;2,698922449;83;33;75;54;58;64,5;79;43,5;1,2584;1,3519;1,5927;0,1268;0,143;0,3472;0,3347;0,6192;0,5243;0,7472;0,8721;0,9227;0,5017;175,487;0,452694502;0,311367794;0,235937705;8,9200683;3,521871365;1,149848053;3,071143278;1,714535065;0,557840466;13,1772;10,2123875;2,680225;2,787375;4,8114375;4,85115;4,9835125;1,787887349;1,741025;1,7951125;1,8403875;0,0520625;0,1771375;0,462375;0,26925;0,379625;0,768025;0,8796125;0,8648625;1,7455;0,3902375
