Plant ID;Genotype ID;TLN;LIR;Days to budding;DTF ;Stem diameter at flowering;Plant height at flowering;Internode length;Stem diameter final before 1st node;Stem diameter final after 5th node;Distance of first branching from ground;Primary branches;SLA;Leaf total N;Leaf total C;Leaf C N ratio;Disk diameter;Ligule length;Ligule width;Flower head diameter;Ligule LW ratio;Flower FHDD ratio;Ligules number;Stem colour;Petiole main veins colour;Darker axillae;Leaf perimeter;Leaf area;Leaf width mid-height;Leaf maximum width;Leaf height mid-width;Leaf maximum height;Leaf curved height;Leaf curvedHeight maxWidth;Trichomes length;Trichomes density leaf edge flat area;Trichomes density leaf edge secondary veins;Trichomes density leaf center flat area;Trichomes density leaf center secondary veins;Trichomes density edge average;Trichomes density center average;Trichomes density nonvein average;Trichomes density vein average;Leaf shape index external I;Leaf shape index external II;Leaf curved shape index;Leaf ellipsoid;Leaf circular;Leaf rectangular;Leaf obovoid;Leaf width widest pos;Leaf eccentricity;Leaf proximal eccentricity;Leaf distal eccentricity;Leaf shape index internal;Leaf eccentricity area index;Total RGB;RGB proportion green;RGB proportion red;RGB proportion blue;Phyllaries diameter;Phyllaries length;Phyllaries width;Phyllaries LW ratio;Flowerhead to phyllaries diameter ratio;Disk to phyllaries diameter ratio;Seed perimeter;Seed area;Seed width mid height;Seed maximum width;Seed height mid width;Seed maximum height;Seed curved height;Seed HW ratio;Seed shape index external I;Seed shape index external II;Seed curved shape index;Seed ellipsoid;Seed circular;Seed rectangular;Seed ovoid;Seed width widest pos;Seed eccentricity;Seed proximal eccentricity;Seed distal eccentricity;Seed shape index internal;Seed eccentricity area index
ANN0910;ANN0910;20;0,625;32;52;30,6;136,4;6,82;38;38;22,5;17;24,76824075;6,833;43,088;6,306131223;5,678185057;5,857952022;2,237911185;17,13278904;2,650845234;3,019116193;27;0;2;0;652,2192;14454,7453;103,378;127;163,83;187,96;211,7065;1,666980315;3,740326531;49;51;119;48;50;83,5;84;49,5;1,48;1,5848;1,8822;0,0934;0,1522;0,3557;0,4219;0,6637;0,6279;0,7851;0,8838;1,3728;0,4502;172,147;0,458747466;0,312639779;0,228612755;10,43278436;3,828413248;1,704054343;2,26129898;1,645144904;0,54552042;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN0911;ANN0911;21;0,807692308;26;58;34,1;157,5;7,5;39;37;24;18;18,34216935;4,163;39,507;9,489034911;4,879775637;4,822671657;2,199805391;13,96451012;2,182127172;2,88195897;24,66666667;3;3;1;451,4199;9358,1748;85,598;104,902;122,174;143,51;170,0141;1,620694553;2,931991837;73;62;40;51;67,5;45,5;56,5;56,5;1,368;1,4273;1,6527;0,1106;0,1446;0,3461;0,4115;0,7221;0,6809;0,9275;0,9209;1,4328;0,4428;161,189;0,492310269;0,319116069;0,188573662;10,3229075;4,427656743;1,940233393;2,285596631;1,356822161;0,47547336;15,9589375;14,18545;3,0599125;3,201475;5,9624;6,055;6,1637;1,925268821;1,8910125;1,9488375;2,0110875;0,0591625;0,2005875;0,4398625;0,2599875;0,381275;0,7579375;0,881625;0,85875;1,8812875;0,3817375
ANN0912;ANN0912;17;0,80952381;21;53;30,9;131,2;7,717647059;36;32;21;15;17,43288448;5,614;43,714;7,786706646;5,723132083;5,25622252;1,878410524;15,51406838;2,812388624;2,722302174;30,33333333;4;4;0;643,0989;14593,0676;94,488;122,428;184,912;194,056;224,7365;1,835662594;4,145142857;89;44;41;72;66,5;56,5;65;58;1,5851;1,957;2,2961;0,1149;0,1932;0,3657;0,5444;0,7244;0,7418;0,9085;0,8641;1,9122;0,4183;174,12;0,442103147;0,306363428;0,251533425;9,900213321;4,229634104;1,546605858;2,738684764;1,567439442;0,578354073;13,531525;10,3828;2,639225;2,7675375;4,863075;5,015175;5,112;1,847129443;1,81685;1,84735;1,9163625;0,0561125;0,190025;0,4557625;0,25805;0,364175;0,7287125;0,8593;0,851775;1,7313375;0,4147
ANN0913;ANN0913;16;0,761904762;21;54;32,2;126,4;7,9;45;41;21;NA;22,51442702;6,153;40,632;6,603962668;5,583010053;6,307103772;1,708764379;17,4380995;3,728616488;3,123741753;31,33333333;4;3;1;600,1536;13850,8755;88,9;119,634;175,768;187,198;196,4198;1,641839276;3,574236735;58;30;90;43;44;66,5;74;36,5;1,5648;1,9771;2,1165;0,1143;0,1926;0,3626;0,4472;0,6408;0,6304;0,7973;0,8098;1,2818;0,3855;183,496;0,439671709;0,3176636;0,24266469;11,79683853;4,38006496;1,486779127;2,94694307;1,478196878;0,473241877;12,9371875;9,2354875;2,428875;2,538675;4,774425;4,851125;4,9743625;1,959432578;1,9123875;1,967775;2,004475;0,05615;0,2041125;0,4599625;0,2631875;0,3746875;0,7394;0,8773375;0,8384125;1,8429125;0,40715
ANN0914;ANN0914;12;0,666666667;18;43;25;85,1;7,091666667;32;29;22,5;12;18,48707836;6,409;42,372;6,611330572;4,922215308;5,843171753;1,599475547;16,44207229;3,663423506;3,359593869;25,66666667;3;3;1;530,0914;9319,3362;74,168;95,758;150,114;153,416;174,8853;1,826325738;3,806693878;59;48;91;58;53,5;74,5;75;53;1,6021;2,024;1,9341;0,0916;0,1798;0,376;0,4343;0,6631;0,7231;0,9083;0,8258;1,6029;0,3552;192,895;0,482490474;0,323673501;0,193836025;12,48629822;5,458045051;1,157411834;4,753582357;1,32445836;0,40070627;14,6444375;12,4723625;2,9435125;3,0546;5,408075;5,4716;5,5278125;1,809668205;1,7923375;1,8388375;1,8726125;0,0533875;0,1822375;0,4542625;0,259625;0,380225;0,7665875;0,8852;0,861375;1,786125;0,3818625
ANN0915;ANN0915;17;0,85;20;48;34;132,1;7,770588235;37;31;15,5;15;25,83062584;6,689;43,424;6,49145249;4,4209586;4,934565942;1,832464815;13,72288019;2,706063524;3,137205396;26;2;1;0;392,8643;5778,311;49,53;71,374;125,476;137,16;151,638;2,12455516;2,746212245;83;56;66;75;69,5;70,5;74,5;65,5;1,9217;2,5333;2,9637;0,1185;0,2607;0,3342;0,6007;0,8222;0,731;0,9752;0,9249;2,5584;0,4679;193,797;0,456611815;0,316645769;0,226742416;8,299180062;3,270698246;1,248518364;2,628323938;1,663330791;0,533354114;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN0916;ANN0916;18;0,857142857;21;46;37,9;124,6;6,922222222;39;32;21,5;15;19,20732573;6,465;43,653;6,752430113;5,267265238;6,301510312;1,885073077;18,2162528;3,991140994;3,458389122;24;2;2;0;583,2975;11704,9443;73,914;106,934;152,146;185,42;196,5274;1,837838293;2,82602449;33;16;38;39;24,5;38,5;35,5;27,5;1,734;2,0584;1,9598;0,1256;0,243;0,3437;0,5151;0,7685;0,6557;0,8628;0,8819;2,0603;0,5199;180,208;0,44921979;0,312278034;0,238502175;14,21713008;6,425904377;1,57057191;4,093508665;1,281289029;0,370487237;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN0917;ANN0917;13;0,65;20;48;40,9;119,6;9,2;NA;NA;NA;NA;21,33650297;6,548;43,021;6,570481486;3,723698269;3,096061508;1,184278306;9,984273821;2,664727777;2,68127896;36;4;4;1;606,6207;14741,3899;106,172;133,858;164,338;183,896;203,7775;1,522340839;3,150661224;31;32;52;37;31,5;44,5;41,5;34,5;1,3738;1,5478;1,7671;0,1156;0,1567;0,3247;0,4467;0,7416;0,7303;0,8949;0,9041;1,5086;0,3648;174,514;0,435243018;0,31108679;0,253670193;6,152109797;2,16901992;0,943419983;2,296403747;1,622902411;0,605271751;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN0918;ANN0918;17;0,85;20;54;35,2;144;8,470588235;42;52;5;16;23,26778378;5,854;43,728;7,469308453;4,688355331;5,965330827;1,935861945;16,48240366;3,104500013;3,539829381;23,33333333;1;1;0;590,8796;11966,6212;77,47;103,632;189,738;197,612;212,7728;2,053157326;2,783571429;46;36;69;70,5;41;69,75;57,5;53,25;1,9069;2,4492;2,7465;0,1149;0,2511;0,3405;0,4405;0,7776;0,7671;0,883;0,8752;2,4628;0,3893;179,355;0,46054473;0,309603858;0,229851412;8,139937789;3,37841707;1,013940893;3,365865005;2,033775113;0,575068502;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN0919;ANN0919;13;1,083333333;12;42;26,3;106,2;8,169230769;41;24;27,5;NA;18,74070684;6,225;41,498;6,666257501;4,206101249;4,800063207;1,257085915;13,66154718;3,755830158;3,268146315;24,66666667;3;3;0;448,883;7511,2753;65,024;71,374;171,958;177,292;180,1638;2,524221705;4,040326531;38;24;21;26;31;23,5;29,5;25;2,484;2,6445;2,7706;0,0668;0,282;0,3215;0,2088;0,5849;0,7059;0,8132;0,8897;2,3883;0,3163;182,167;0,468388896;0,320617895;0,21099321;7,939443891;3,196854796;0,997924857;3,107861382;1,743483473;0,531442774;15,68235;13,632175;2,9831875;3,193525;5,76925;5,8235;5,91785;1,853077712;1,8243;1,935225;1,9658125;0,061475;0,1943875;0,44145;0,2996;0,338025;0,762075;0,8831125;0,8571875;1,862775;0,393675
ANN0920;ANN0920;17;0,944444444;18;49;31;144,6;8,505882353;35;36;24;15;34,94616667;7,115;41,441;5,824354419;5,517266392;6,596711678;2,386317791;NA;2,805012217;3,175494482;21,33333333;3;3;0;326,1208;4990,3126;63,754;74,93;99,568;100,584;118,9652;1,587684506;3,199053061;57;28;40;28;42,5;34;48,5;28;1,3424;1,5618;1,8224;0,0888;0,1288;0,3884;0,4315;0,7366;0,7646;0,8909;0,8483;1,4804;0,3744;194,728;0,496857155;0,323204675;0,17993817;11,17099582;5,150102785;1,371399481;3,754976522;NA;NA;13,5164;9,4878625;2,338925;2,48045;5,087925;5,2189125;5,341625;2,153490294;2,1215625;2,19665;2,2883;0,0645;0,2343875;0,4462625;0,282175;0,3501625;0,744775;0,879725;0,855625;2,096125;0,400425
ANN0921;ANN0921;19;0,59375;32;58;21,8;123,3;6,489473684;31;29;11;18;22,93000671;6,214;42,587;6,853368954;4,855804461;5,024375803;1,576599016;14,36806199;3,199308021;2,959116875;20,33333333;3;4;1;523,0392;7858,1133;60,452;88,646;144,526;156,718;175,7431;1,98252713;4,830367347;42;40;69;102;41;85,5;55,5;71;1,7679;2,3908;2,8383;0,1312;0,2573;0,3243;0,6013;0,8076;0,7045;0,8235;0,868;2,17;0,4403;175,331;0,459319801;0,309346322;0,231333877;7,779298971;2,778425785;1,082452166;2,572483704;1,850735719;0,625170466;12,683625;9,2435625;2,5148625;2,6312875;4,6289;4,663275;4,8040875;1,825755452;1,7752375;1,8431875;1,894625;0,0543875;0,1816125;0,4703875;0,2651625;0,3638625;0,7586375;0,88225;0,8508375;1,7707;0,401325
ANN0922;ANN0922;20;0,625;32;52;32,2;112,6;5,63;44;43;9;20;25,71453343;6,674;43,826;6,566269578;4,010503543;3,756387728;1,324650227;11,3400716;2,847040631;2,824101415;21,25;4;4;1;583,78;11882,6859;79,248;113,284;176,53;182,88;198,8205;1,755062498;4,320489796;66;28;77;92;47;84,5;71,5;60;1,6143;2,2276;1,549;0,1167;0,2148;0,326;0,525;0,7454;0,7622;0,9118;0,8911;2,0448;0,3737;177,015;0,479411349;0,315272717;0,205315934;6,459613904;2,531392749;1,203662807;2,10619117;1,820185378;0,631834833;12,83665;9,349725;2,6114625;2,714625;4,51115;4,5772875;4,7336375;1,743753741;1,69835;1,7402;1,7939375;0,0505;0,1673875;0,4718;0,2434;0,394225;0,7036375;0,8772875;0,7936875;1,5542125;0,437175
ANN0923;ANN0923;24;0,857142857;28;55;34,3;149,3;6,220833333;59;44;4,5;21;13,67500082;4,356;43,289;9,937471419;4,513140101;4,570467296;1,780828632;13,29723027;2,577179989;2,946290457;21;3;4;1;468,4815;9962,2381;77,47;108,966;153,416;156,718;164,3877;1,508614614;4,536734694;77;44;44;53;60,5;48,5;60,5;48,5;1,4382;1,9803;2,0944;0,1249;0,1807;0,3271;0,5283;0,7763;0,7825;0,8764;0,8877;1,9917;0,4067;177,181;0,459084213;0,316924501;0,223991286;7,403086693;2,925208301;1,227613539;2,379478471;1,796705925;0,609716981;13,774825;11,169675;2,79005;2,90645;5,0429625;5,0813375;5,2283;1,798861154;1,7490125;1,808625;1,8480375;0,055175;0,1765875;0,4725625;0,30095;0,36485;0,7832125;0,89045;0,8750125;1,7948125;0,3806
ANN0924;ANN0924;24;0,857142857;28;51;30,4;114,7;4,779166667;45;33;4,5;25;19,44372776;6,174;41,997;6,802004402;4,465548156;4,413437285;1,758039778;12,6432186;2,518182455;2,831801276;18,66666667;2;4;1;523,5309;13005,9095;108,966;126,492;145,542;163,83;190,8982;1,509172122;4,03444898;51;32;99;33;41,5;66;75;32,5;1,2952;1,3357;1,6714;0,0954;0,1228;0,335;0,3262;0,6594;0,764;0,8662;0,8677;1,3977;0,3253;166,975;0,447623896;0,312304237;0,240071867;6,65968443;2,284575182;1,229194074;1,86147289;1,905250519;0,672084275;13,13062;10,19324;2,63102;2,77708;4,85352;4,90432;5,02132;1,808129402;1,77266;1,85122;1,88904;0,059;0,18294;0,46488;0,31638;0,35206;0,78806;0,89054;0,8836;1,85094;0,37868
ANN0925;ANN0925;20;0,555555556;36;54;35,8;162,6;8,13;62;42;7;20;17,53915479;5,293;39,692;7,499102367;3,790073888;4,204644437;1,708983522;11,62952423;2,500187651;3,068320548;21,66666667;4;4;1;691,6434;18356,4794;114,808;151,384;194,818;205,994;212,4715;1,403526793;4,638612245;44;24;86;42;34;64;65;33;1,3607;1,6969;1,7472;0,1171;0,1606;0,3487;0,4141;0,7424;0,7556;0,8882;0,8882;1,53;0,3243;145,203;0,439102498;0,310372375;0,250525127;6,432909512;2,548214147;1,085541286;2,362502929;1,820822421;0,592068375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN0926;ANN0926;NA;NA;45;76;42,8;174,4;NA;59;43;8,5;22;17,15162804;4,956;38,844;7,837388903;NA;NA;NA;NA;NA;NA;NA;1;3;1;650,3659;18365,9633;134,366;160,02;190,754;194,818;203,8696;1,274025747;4,072212245;69;14;55;40;41,5;47,5;62;27;1,2175;1,4197;1,5201;0,1108;0,1285;0,3078;0,3159;0,7472;0,7624;0,8957;0,8588;1,3213;0,2878;144,744;0,462672028;0,304876195;0,232451777;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN0927;ANN0927;21;0,65625;32;62;38,6;182,2;8,676190476;53;43;8,5;20;21,2512937;6,097;42,559;6,980526157;4,319798783;5,050857825;1,701235159;13,94702591;2,984528665;3,244283158;21;2;4;0;672,8729;13082,2964;95,504;122,936;170,942;171,704;222,0185;1,805968146;3,110669388;71;20;85;25;45,5;55;78;22,5;1,3967;1,7899;1,8433;0,1132;0,1513;0,3792;0,4616;0,7388;0,7052;0,7868;0,9835;1,5256;0,4248;171,282;0,425829918;0,309145152;0,26502493;7,29088563;2,623398801;1,09953083;2,385131576;1,889923551;0,585472955;12,9441125;9,1995125;2,471225;2,581;4,7942375;4,867025;4,9948875;1,935252809;1,889475;1,9447;2,0092625;0,056625;0,2008125;0,4428375;0,2533625;0,3744375;0,74785;0,868025;0,8562;1,8355875;0,3851
ANN0928;ANN0928;22;0,846153846;26;56;40,9;142,9;6,495454545;47;44;5;22;25,72034873;6,497;43,743;6,733165938;4,472749833;4,269569122;1,372203289;12,83538307;3,121568911;2,871672387;25,66666667;3;3;1;715,7303;14809,7768;107,696;137,922;168,91;199,644;217,2232;1,574971361;3,000587755;65;31;88;31;48;59,5;76,5;31;1,4475;1,5684;1,7804;0,1248;0,1639;0,3113;0,3128;0,6388;0,4586;0,6831;0,7423;0,9184;0,5172;179,944;0,457442315;0,313025163;0,229532521;8,392468484;3,600962948;1,093619236;3,200927375;1,529708778;0,53286007;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN0929;ANN0929;26;0,666666667;39;68;36,2;222,8;8,569230769;39;36;12;24;20,637315;4,865;43,92;9,028634793;3,189951518;3,486372437;1,218042791;10,02392409;2,895028338;3,14623413;21;2;3;NA;447,105;9041,2077;76,708;98,298;128,778;143,256;159,962;1,627316934;4,466204082;71;69;77;50;70;63,5;74;59,5;1,4574;1,6788;1,8721;0,1094;0,1644;0,3833;0,5585;0,7774;0,6963;0,8789;0,8615;1,5806;0,4552;179,873;0,46421086;0,308345333;0,227443808;5,40908063;2,158888418;0,898095514;2,409916924;1,846318;0,580750861;13,2077625;8,8489;2,22515;2,338925;5,073375;5,1210125;5,2289625;2,23562641;2,201225;2,2918875;2,3159875;0,0620875;0,2425125;0,4472125;0,2631;0,36665;0,72685;0,8629125;0,831725;2,077375;0,40425
ANN0930;ANN0930;22;0,564102564;39;68;40,1;167,6;7,618181818;40;38;12;23;28,52948141;4,867;44,323;9,106503801;3,648799042;4,444147438;1,377936432;12,09365522;3,120447928;3,253001547;21;0;1;0;582,4048;13891,0045;98,044;130,302;162,306;176,784;195,1164;1,49741677;4,088081633;94;38;89;84;66;86,5;91,5;61;1,3567;1,6554;1,7845;0,1195;0,1509;0,3539;0,4988;0,6986;0,7137;0,8393;0,8763;1,4675;0,3885;176,01;0,470899381;0,308760866;0,220339753;6,689865651;2,544691788;0,877292583;2,883713739;1,811703501;0,556485225;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN0931;ANN0931;28;0,8;35;64;49,2;183,8;6,564285714;NA;40;22;25;25,25662029;6,301;43,02;6,82750312;3,364695943;4,719828091;2,131334972;12,60076724;2,220161174;3,744265168;21,5;3;2;1;559,3599;12744,4906;86,36;119,888;175,006;183,642;198,4532;1,655321634;3,168367347;85;32;108;45;58,5;76,5;96,5;38,5;1,5318;2,0265;2,2133;0,1237;0,1896;0,3254;0,53;0,7568;0,7091;0,8312;0,8828;1,8156;0,4259;144,205;0,479005582;0,308324954;0,212669464;6,823622187;2,537244576;0,889087707;2,846096154;2,14517761;0,572910089;11,61735;7,7209375;2,275425;2,3376125;4,2743125;4,3100625;4,44055;1,89960911;1,850725;1,885675;1,9231125;0,049075;0,1899375;0,486975;0,223025;0,3946625;0,7477375;0,8814;0,8384375;1,7744375;0,402925
ANN0932;ANN0932;22;0,846153846;26;53;39,7;151,9;6,904545455;NA;46;16;20;19,55280092;5,153;43,325;8,407108899;4,441102819;5,424204184;1,607638493;14,96701233;3,390142969;3,371138381;28,5;0;2;0;576,2216;16176,0322;118,11;138,938;150,876;185,674;194,6656;1,401096892;3,124653061;53;39;80;50;46;65;66,5;44,5;1,3364;1,2774;1,5863;0,0909;0,1323;0,3467;0,4149;0,6799;0,6493;0,8827;0,8876;1,2811;0,4506;164,996;0,461720284;0,309049916;0,2292298;6,856517722;2,808431237;0,832071573;3,382864485;2,185567853;0,648649994;12,013675;8,3881875;2,4791375;2,5677875;4,2201;4,2558375;4,4222125;1,722187876;1,6636625;1,7090125;1,7452875;0,048875;0,1667375;0,4808375;0,2429;0,3911375;0,7315375;0,875325;0,8236;1,5651875;0,421425
ANN0933;ANN0933;27;0,72972973;37;65;53,4;223,5;8,277777778;78;44;9;24;19,48530945;3,553;32,617;9,18009532;4,103659701;5,199118186;1,687991436;14,64254173;3,13338066;3,579555332;22;3;2;1;434,1299;6636,6964;60,452;87,884;124,206;129,794;155,4423;1,768721269;3,41044898;53;30;58;53;41,5;55,5;55,5;41,5;1,4769;2,0546;2,0598;0,1234;0,1997;0,318;0,5026;0,7532;0,6353;0,7152;0,8975;1,62;0,5053;183,654;0,457430821;0,314057957;0,228511222;8,68159168;3,816829059;0,85035197;3,919564835;1,701938145;0,47479912;13,1007375;9,5751375;2,6008625;2,714625;4,778375;4,8299875;4,9501875;1,823525349;1,7805;1,839125;1,8741125;0,0552;0,1844625;0,4377125;0,2562125;0,3763;0,7527125;0,8692875;0,8593375;1,75185;0,3832625
ANN0934;ANN0934;30;0,769230769;39;70;47,1;220,1;7,336666667;44;32;9,5;29;21,58274681;3,907;30,736;7,866616914;4,968356613;5,705759888;1,845044676;16,0871783;3,098676982;3,235963071;32,66666667;1;2;1;546,7726;12854,684;111,252;127,508;154,94;162,306;175,1809;1,373881639;2,581567347;75;15;68;51;45;59,5;71,5;33;1,2729;1,3927;1,5658;0,0969;0,1142;0,3489;0,3656;0,6527;0,79;0,8984;0,9299;1,3923;0,2808;178,801;0,443493045;0,309617955;0,246889;8,564716876;4,149720257;1,307244193;3,355935489;1,879886918;0,580830486;13,2540375;9,6477625;2,5267875;2,7014125;4,820725;4,856425;5,0148875;1,856394571;1,8120375;1,9250625;1,9812875;0,0609375;0,1938875;0,44805;0,3003875;0,3358;0,7298125;0,8764375;0,8218;1,74555;0,4145125
ANN0935;ANN0935;17;0,708333333;24;50;44,3;103,7;6,1;53;47;10;18;49,11516022;7,117;42,855;6,021384225;4,478264203;6,152768891;2,010353217;17,22286921;3,074552389;3,686129989;18,5;0;3;0;395,0662;6222,8908;55,118;76,2;131,318;135,128;149,0512;1,956052493;2,280587755;90;35;75;68;62,5;71,5;82,5;51,5;1,7733;2,3825;2,5385;0,1187;0,2459;0,3237;0,5695;0,7555;0,7608;0,8938;0,8688;2,1957;0,3947;201,656;0,46753382;0,316583687;0,215882493;8,853107377;3,737697575;1,044222862;3,591045887;1,927448817;0,505277167;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN0936;ANN0936;22;0,628571429;35;61;42,8;173,6;7,890909091;44;37;20;20;32,13989977;6,022;43,047;7,148584709;3,58449291;5,53951155;1,849101112;14,20582224;2,980476721;3,962362689;20,33333333;2;3;1;493,7028;8497,7895;76,2;102,362;134,874;143,256;157,8575;1,54214943;3,337077551;34;23;50;58;28,5;54;42;40,5;1,3995;1,77;2,109;0,1148;0,1802;0,3434;0,4579;0,7446;0,7318;0,886;0,8655;1,6349;0,3809;190,926;0,462372856;0,313121314;0,224505829;7,765966837;3,349131475;0,89566382;3,770645285;1,830098198;0,463145797;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN0937;ANN0937;30;0,769230769;39;68;41,1;215,4;7,18;48;43;16;30;15,82663215;3,931;43,671;11,11054514;4,251884745;5,001686541;1,694479872;14,1239892;2,942189756;3,32613076;28,66666667;3;3;1;612,2273;15054,2925;106,934;131,826;187,96;194,31;196,8064;1,492925523;2,565844898;70;44;75;47;57;61;72,5;45,5;1,474;1,7577;1,7315;0,1026;0,166;0,323;0,2981;0,6501;0,4974;0,624;0,7787;0,9453;0,4858;159,763;0,466321989;0,309514719;0,224163292;7,851692265;2,738399004;0,865163674;3,202748245;1,791821103;0,539478196;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN0938;ANN0938;27;0,84375;32;NA;41,1;269;9,962962963;40;NA;16;26;21,9349704;5,596;43,869;7,839126742;NA;NA;NA;NA;NA;NA;33,5;1;1;1;682,7222;18078,8026;97,79;140,97;194,056;220,98;230,8479;1,637567568;2,836946939;86;30;75;25;58;50;80,5;27,5;1,5676;1,9844;2,1291;0,121;0,2051;0,3049;0,4281;0,668;0,6697;0,8484;0,8061;1,399;0,3214;188,787;0,613283754;0,286169069;0,100547178;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN0939;ANN0939;25;0,892857143;28;63;45,5;182,6;7,304;NA;NA;15,5;28;22,98435187;4,185;45,475;10,86601385;4,802481586;5,063187033;1,587761026;14,57814756;3,215052371;3,047646918;33,33333333;3;2;1;594,8838;14422,6808;97,282;127,254;167,132;184,912;203,3811;1,598229525;3,948979592;44;31;50;30;37,5;40;47;30,5;1,4531;1,718;1,9286;0,1219;0,1701;0,3553;0,5132;0,7221;0,7428;0,897;0,9106;1,6463;0,3777;176,151;0,489205284;0,315990258;0,194804458;8,967159609;3,386514551;1,443541204;2,346456767;1,630972916;0,535706013;11,4403;7,0724875;2,14445;2,270125;4,067975;4,1499875;4,3017875;1,894956225;1,8327625;1,903125;2,0036875;0,0571375;0,1950125;0,4596;0,2693625;0,364075;0,673175;0,8472375;0,780875;1,606525;0,464825
ANN0940;ANN0940;34;0,871794872;39;75;41,4;215,5;6,338235294;44;37;11;36;23,77365955;4,048;42,96;10,61236046;4,892354486;5,923497104;2,088096033;16,50137692;2,839021735;3,376219042;24;0;1;0;478,1982;7569,5332;59,69;89,154;146,558;150,114;164,3648;1,843605447;3,170008163;52;46;77;76;49;76,5;64,5;61;1,6838;2,4553;2,1425;0,1303;0,2356;0,3299;0,5262;0,6917;0,7559;0,9196;0,8956;2,0273;0,3432;179,754;0,470014575;0,312682889;0,217302536;9,989281436;4,835201216;1,046339673;4,630503721;1,653905628;0,490671293;12,6485625;8,8135;2,407725;2,5082625;4,6698875;4,7215;4,8567;1,936280593;1,882625;1,9400625;1,97635;0,057;0,2003;0,4539375;0,2530875;0,384025;0,7401625;0,8703625;0,8426375;1,815525;0,4029
ANN0941;ANN0941;22;0,647058824;34;58;30,4;107,4;4,881818182;37;35;13;20;21,44442966;6,125;41,963;6,850989349;4,777380311;4,056975292;2,010722443;12,83662302;2,019619352;2,683073457;20,33333333;1;2;1;473,6007;10366,2373;82,804;104,394;142,748;152,654;167,0815;1,600489492;3,91322449;61;33;54;56;47;55;57,5;44,5;1,4623;1,7239;1,8488;0,1073;0,1616;0,3804;0,5479;0,7305;0,75;0,8929;0,8876;1,6544;0,4017;189,659;0,470507595;0,322315313;0,207177092;9,216943622;3,280497834;1,547998907;2,11812284;1,392242064;0,519198518;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN0942;ANN0942;NA;NA;35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN0943;ANN0943;30;0,652173913;46;74;47,6;256,1;8,536666667;49;49;21;28;17,29774762;5,192;43,316;8,343434296;4,985292057;6,102453621;2,125257402;16,49679999;2,937520803;3,305094096;23;3;2;1;696,8211;15798,0329;84,074;129,794;187,452;208,026;236,5796;1,822731405;2,965910204;71;44;72;57;57,5;64,5;71,5;50,5;1,6027;2,2296;2,1274;0,1361;0,2193;0,3276;0,6474;0,7576;0,6797;0,862;0,8476;1,9577;0,4935;172,702;0,453370546;0,306012669;0,240616785;14,63667057;7,203023422;1,518593943;4,862883167;1,126333466;0,340492243;15,7709375;12,655475;2,6643625;2,8522125;6,0126625;6,0563375;6,1529;2,157237583;2,130475;2,2634;2,2948625;0,0660375;0,2379875;0,44565;0,2978;0,3466625;0,7361875;0,868075;0,8368875;2,0883125;0,4091125
