Plant ID;Genotype ID;TLN;LIR;Days to budding;DTF;Stem diameter at flowering;Plant height at flowering;Peduncle length of first flower;Internode length;Stem diameter final before 1st node;Stem diameter final after 5th node;Distance of first branching from ground;Primary branches;SLA;Leaf total N;Leaf total C;Leaf C N ratio;Disk diameter;Ligule length;Ligule width;Flower head diameter;Ligule LW ratio;Flower FHDD ratio;Ligules number;Leaf perimeter;Leaf area;Leaf width mid-height;Leaf maximum width;Leaf height mid-width;Leaf maximum height;Leaf curved height;Leaf curvedHeight maxWidth;Leaf shape index external I;Leaf shape index external II;Leaf curved shape index;Leaf ellipsoid;Leaf circular;Leaf rectangular;Leaf obovoid;Leaf width widest pos;Leaf eccentricity;Leaf proximal eccentricity;Leaf distal eccentricity;Leaf shape index internal;Leaf eccentricity area index;Total RGB;RGB proportion green;RGB proportion red;RGB proportion blue;Seed perimeter;Seed area;Seed width mid height;Seed maximum width;Seed height mid width;Seed maximum height;Seed curved height;Seed HW ratio;Seed shape index external I;Seed shape index external II;Seed curved shape index;Seed ellipsoid;Seed circular;Seed rectangular;Seed ovoid;Seed width widest pos;Seed eccentricity;Seed proximal eccentricity;Seed distal eccentricity;Seed shape index internal;Seed eccentricity area index
PET0370;PET0370;24;0,888888889;27;50;17,1;127,5;42;6,071428571;27;23,4;7,7;19;32,23693018;7,031544418;40,44133821;5,751416161;2,560422738;3,458489189;1,136398587;9,433893576;3,061147411;3,683992223;18;263,0479;2862,6394;35,1367;49,276;98,4673;101,4307;100,2886;2,035242309;2,0584;2,8024;2,9082;0,1076;0,2729;0,3006;0,3468;0,6863;0,7018;0,8054;0,8598;2,4706;0,4383;184,453;0,459748554;0,328370913;0,211880533;11,62375;6,7007;1,8388625;1,9804125;4,4106125;4,441025;4,589325;2,317358126;2,244125;2,400225;2,48305;0,069425;0,2560875;0,47295;0,341325;0,3006625;0,7339;0,882075;0,8215625;2,197825;0,4366
PET0371;PET0371;11;0,916666667;12;38;11,6;34,8;NA;2,9;29,9;11,4;1,7;9;13,83116717;5,087932356;39,11498762;7,687796315;1,848841159;3,396323853;1,521749753;8,611538173;2,246265655;4,686048292;11,75;335,9787;4136,9021;36,9147;50,1227;134,5353;142,6633;144,2312;2,877562462;2,8463;3,6445;3,9251;0,0867;0,331;0,3247;0,2777;0,6576;0,7542;0,895;0,8813;3,6494;0,3985;161,72;0,459089785;0,324010636;0,21689958;9,162625;4,6615875;1,730375;1,8640125;3,2901;3,3218625;3,5192;1,887970172;1,7827625;1,9024125;1,9716125;0,0621625;0,194725;0,4628125;0,333875;0,33445;0,7238;0,885775;0,8065;1,7507875;0,445725
PET0372;PET0372;NA;NA;14;27;11,1;39;NA;4,875;27,9;13,8;5,8;7;15,9094265;6,071643548;40,02949077;6,592859158;1,982314657;3,893571549;1,6474457;9,573708247;2,36208969;4,872757237;10,66666667;286,7075;3733,9424;46,8207;61,5527;88,0533;93,3027;97,8938;1,59040627;1,5158;1,8807;2,0469;0,1117;0,1785;0,3668;0,56;0,7802;0,7575;0,8939;0,8901;1,8616;0,4366;187,353;0,423169098;0,32104103;0,255789873;11,88435;6,9754375;1,8309125;2,016125;4,468825;4,561425;4,6904;2,326443053;2,265425;2,4449125;2,4845875;0,0732375;0,261275;0,471125;0,36905;0,299975;0,7327125;0,8834125;0,8321375;2,2793125;0,4464625
PET0373;PET0373;9;0,409090909;22;33;6,7;28,3;NA;2,176923077;15;9,6;1,8;8;21,42823673;4,192649326;38,83112989;9,261716605;1,58923177;3,382573883;1,223295742;7,936244862;2,970765864;4,989767184;13,33333333;171,9872;1049,9836;17,9493;22,9447;69,2573;72,5593;74,4076;3,242910127;3,1624;3,8585;3,7008;0,088;0,3499;0,3503;0,328;0,72;0,764;0,8743;0,9008;3,8929;0,4109;208,5;0,460724221;0,332354916;0,206920863;9,4992125;4,8997375;1,696;1,8587;3,4078375;3,44355;3,59715;1,935304245;1,853475;2,0104375;2,0873625;0,068;0,2097875;0,484075;0,3966625;0,2915875;0,747925;0,8848125;0,8353875;1,904325;0,4438125
PET0374;PET0374;9;0,36;25;38;5,2;23,4;15,5;2,34;13,5;9,9;8,2;9;20,13706667;4,998906022;38,87786795;7,777275222;1,405522693;2,895744888;1,15396298;7,050591575;2,51642894;5,046548017;10,66666667;146,6007;875,9624;17,9493;21,6747;58,928;60,6213;61,2183;2,824412795;2,7969;3,283;3,4105;0,0847;0,3234;0,4032;0,2868;0,6365;0,6937;0,7873;0,8841;2,8506;0,4453;NA;NA;NA;NA;11,2449125;6,8409125;1,940725;2,137825;4,1619;4,1870375;4,317075;2,019377171;1,959675;2,145725;2,2335125;0,070575;0,2239875;0,48185;0,4230875;0,2790625;0,756575;0,8881625;0,8424125;2,050975;0,4407
PET0375;PET0375;9;0,642857143;14;31;13,5;51;NA;5,1;26,5;18;2;11;17,19466862;6,137220181;38,59083537;6,287999164;1,632536638;3,280374848;1,164111027;8,238760581;2,769264872;5,088851426;8,666666667;324,6089;4109,5258;44,45;56,2187;130,302;134,112;133,1549;2,36851617;2,3855;2,9314;2,9341;0,0994;0,2971;0,2564;0,2799;0,6477;0,777;0,8894;0,8881;2,9426;0,2956;190,365;0,441966748;0,319969532;0,23806372;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
PET0376;PET0376;11;0,916666667;12;34;7,6;45,9;NA;5,1;14,7;9,12;11,1;10;18,69663722;5,417795664;37,35055385;6,894049936;1,308195913;2,513940805;1,172635373;6,634497365;2,352771696;4,840898776;10,33333333;195,3172;1587,3445;23,368;27,6013;78,1473;81,534;81,9801;2,97015358;2,954;3,3442;3,5337;0,0718;0,3253;0,4349;0,2296;0,6842;0,763;0,8833;0,8908;3,3063;0,422;179,124;0,469897948;0,324400974;0,205701079;9,3880625;4,4870625;1,4565375;1,6245625;3,618175;3,6684625;3,8036;2,341307275;2,262025;NA;2,5621625;0,0775375;0,2665;0,4611875;NA;NA;NA;NA;NA;NA;NA
PET0377;PET0377;10;0,555555556;18;32;15,1;43,5;42,2;5,4375;30;18,7;12,4;10;19,4028262;6,353596802;38,88635744;6,120369085;2,152552455;3,740128577;1,174220903;9,392810197;3,185198654;4,366036576;11,66666667;339,923;4309,3677;41,402;50,038;130,3867;144,6953;144,9492;2,896782445;2,8917;3,1493;3,4446;0,0945;0,3324;0,3323;0,2927;0,6776;0,7213;0,9277;0,8973;3,159;0,3723;193,935;0,453884033;0,318390182;0,227725784;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
PET0378;PET0378;8;0,444444444;18;27;6;17,4;NA;NA;44,2;15,8;0,8;11;15,61421184;5,334958288;38,83345467;7,279054976;1,595564464;3,846679951;1,343293579;9,117101176;2,871985653;5,719106301;10,25;263,1164;2506,081;27,432;38,5233;106,5953;111,76;111,0781;2,883400436;2,9011;3,8858;3,9362;0,1133;0,351;0,3077;0,3909;0,7435;0,6505;0,7416;0,8873;3,2015;0,4834;154,739;0,468517956;0,328049167;0,203432877;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
PET0379;PET0379;11;0,611111111;18;33;13,7;42,6;25,8;NA;34,2;NA;1,7;8;28,20463839;7,427673231;38,69365677;5,209391362;1,775643472;3,159796304;1,161968588;7,846624616;2,721274297;4,441109147;10,5;325,8471;4055,827;37,6767;48,4293;121,666;136,7367;136,1918;2,812177752;2,8234;3,2292;3,5744;0,1052;0,3319;0,3348;0,3884;0,6892;0,6803;0,8127;0,8763;3,0165;0,4452;196,93;0,464642259;0,32371401;0,211643731;10,1212375;5,4395;1,6959875;1,8296125;3,8483625;3,870875;4,0001375;2,186330439;2,11655;2,2702;2,3061125;0,0692375;0,24;0,48025;0,3598;0,283175;0,76395;0,891225;0,8494875;2,187825;0,4254875
PET0380;PET0380;8;0,4;20;28;4,9;31,9;NA;3,544444444;13,5;NA;5,6;6;26,22355676;4,051358347;42,90675606;10,59070869;1,883922448;2,835998616;1,285133674;7,409873404;2,224998974;4,023384875;13;256,9453;2656,4463;33,782;41,3173;101,4307;104,2247;106,5242;2,578198479;2,5225;3,0025;3,2014;0,0956;0,3118;0,3323;0,3335;0,6596;0,7789;0,897;0,8903;3,0126;0,3543;198,484;0,45224804;0,319270067;0,228481893;11,069375;6,184075;1,759475;1,9857125;4,1553;4,2002625;4,39135;2,211473212;2,1176875;2,3642;2,4577125;0,077275;0,2523875;0,446025;0,4244875;0,28045;0,740425;0,885825;0,829375;2,23165;0,45135
PET0381;PET0381;12;0,413793103;29;52;15,5;94,3;54;7,858333333;22,3;22;3,2;14;25,65821806;6,341949328;41,16712754;6,491241953;2,636742882;4,398317183;1,478084102;11,34614944;2,985385374;4,385410819;15;321,322;4318,2781;46,8207;68,58;113,1147;114,046;115,3877;1,682526976;1,663;2,4159;2,5095;0,1295;0,2426;0,2718;0,456;0,7108;0,7088;0,7937;0,8833;2,0472;0,4204;208,937;0,455591877;0,326127014;0,218281109;10,834725;5,81815;1,70125;1,862675;4,1473375;4,209525;4,3700125;2,346094998;2,2630375;2,440375;2,523725;0,071425;0,257925;0,4620875;0,3273;0,3126125;0,6996625;0,8841;0,7817;2,1644625;0,46025
PET0382;PET0382;18;0,666666667;27;48;19,6;100;56;11,11111111;33,6;24,3;0;14;20,34090022;5,854029587;39,96863209;6,827541867;2,5648832;4,079620057;1,55303286;10,5194131;2,632295985;4,113500608;17;395,9672;5646,6339;45,0427;65,4473;138,8533;143,51;148,1942;2,264328704;2,1928;3,0827;2,6258;0,0937;0,2799;0,3523;0,3364;0,7233;0,6647;0,7542;0,8715;2,2341;0,4342;190,429;0,453733412;0,32278697;0,223479617;11,7129375;6,9233625;1,8084375;2,0108375;4,5191;4,55215;4,69535;2,335022099;2,269825;2,50315;2,5835875;0,0759875;0,26445;0,4716125;0,4093625;0,259625;0,7520125;0,887975;0,8377375;2,370725;0,4402875
PET0383;PET0383;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
PET0384;PET0384;14;0,56;25;48;26;89,9;30,5;7,491666667;56,9;41,4;0;14;18,95091255;6,239432589;40,90478833;6,555850672;2,836323456;4,853350226;1,717529018;11,96436352;2,8418537;4,231245029;15,66666667;415,5022;7714,9165;59,5207;89,5773;136,3133;141,224;143,4309;1,601196955;1,5766;2,2902;2,1841;0,1169;0,2078;0,3455;0,5379;0,7127;0,7798;0,8748;0,8959;2,1242;0,4194;204,37;0,439330626;0,319220042;0,241449332;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
PET0385;PET0385;15;0,454545455;33;56;13,4;97,6;52,5;8,872727273;21;19;7,3;12;26,93221175;4,539997134;41,40043831;9,119045032;2,813325909;3,570230226;1,062777538;9,948687434;3,358140576;3,536095754;21,33333333;269,2782;2429,2855;27,178;39,2007;100,2453;109,8973;107,7887;2,749662634;2,8035;3,6885;3,8695;0,1084;0,3427;0,2929;0,378;0,6902;0,4888;0,5523;0,9365;2,4961;0,6268;199,046;0,48222019;0,336957286;0,180822523;12,38095;7,465425;1,862675;2,035975;4,8484875;4,9159625;5,0434375;2,47716082;2,422825;2,610275;2,69835;0,0754125;0,277275;0,4496875;0,3458375;0,3195625;0,7574875;0,8833375;0,8592375;2,4991;0,419225
PET0386;PET0386;16;0,727272727;22;41;20,6;78,3;20,2;7,118181818;36,2;25,1;3,5;16;21,42833686;6,915202848;42,04515797;6,080104792;2,364169278;3,851924231;1,816420513;9,715487664;2,12517821;4,124962333;14,66666667;331,2234;5667,7951;66,3787;75,946;112,522;113,538;116,0967;1,528674321;1,495;1,6952;1,7535;0,0794;0,1598;0,3623;0,3366;0,6901;0,7761;0,8844;0,8681;1,6456;0,3471;195,904;0,440271766;0,320386516;0,239341718;11,1917375;6,148325;1,70525;1,857375;4,29155;4,3259375;4,4882625;2,416454674;2,338225;2,524575;2,569775;0,0691;0,2678125;0,48415;0,3522125;0,3341;0,726925;0,8826625;0,8105;2,3083125;0,4520625
PET0387;PET0387;22;0,666666667;33;55;22,2;146,7;40;NA;30,1;25,6;0;22;18,63729493;6,287741986;40,11122997;6,379274159;2,858385677;4,566987807;1,467146001;11,93488895;3,102935578;4,174280871;20,66666667;359,3128;5662,0102;57,9967;77,724;115,7393;117,9407;120,1824;1,546271422;1,5174;1,9956;2,1122;0,106;0,1974;0,3261;0,4447;0,6714;0,7514;0,894;0,8518;1,7729;0,3863;168,171;0,476877702;0,324931171;0,198191127;14,0623875;8,567225;1,862675;2,0611125;5,5126;5,6369625;5,7673125;2,798155123;2,7436875;2,9649875;3,025675;0,07625;0,30665;0,449025;0,3491375;0,282975;0,7436;0,86455;0,8640875;2,7440125;0,41685
PET0388;PET0388;21;0,677419355;31;49;21,9;101;42;NA;36;26;3,4;20;19,76906093;6,155521405;42,44714871;6,895784437;3,187135829;4,789730076;1,810049227;12,64293076;2,645804307;3,969921709;20;313,7315;3926,1355;50,6307;62,3147;93,8953;100,2453;105,7582;1,697162949;1,6087;1,8545;2,0726;0,0872;0,1829;0,3603;0,2398;0,6908;0,6171;0,7487;0,8795;1,3619;0,4389;189,282;0,441658478;0,328330216;0,230011306;13,5960875;8,4694125;1,821675;2,0148125;5,404125;5,4292375;5,528275;2,743816112;2,7014625;2,9786125;2,9996875;0,079325;0,3063;0,49235;0,417;0,247625;0,71285;0,8845375;0,7889125;2,59445;0,4696625
PET0391;PET0391N;12;1;12;33;13,4;57,4;NA;NA;23,5;16,1;0;10;NA;NA;NA;NA;2,10388387;4,515372744;1,26629426;11,00831288;3,567480048;5,229723498;13,33333333;278,9657;2757,5429;29,0407;46,3127;92,0327;109,728;111,5609;2,408861932;2,3693;3,1691;3,8919;0,1321;0,3426;0,3038;0,5552;0,7608;0,6703;0,8477;0,8875;3,1912;0,518;204,343;0,461679627;0,330561849;0,207758524;11,154675;7,017175;2,1061;2,297925;3,9727125;4,003175;4,16115;1,810829335;1,7432625;1,887125;1,9409;0,0663;0,192075;0,4712875;0,3678625;0,3163375;0,779325;0,8896875;0,86965;1,86005;0,4165125
PET0392;PET0392N;8;0,666666667;12;28;10,1;36,1;NA;4,011111111;37,2;19,3;0;9;19,17491869;5,464;39,681;7,262004607;1,772544274;3,795297525;1,41196144;9,095495098;2,575524744;4,6491981;10,33333333;222,4623;2051,7163;28,3633;34,8827;79,756;89,8313;88,7599;2,544524936;2,5752;2,8119;3,1108;0,0919;0,3055;0,3635;0,3747;0,6837;0,666;0,7995;0,8814;2,5956;0,473;180,937;0,471550871;0,328478973;0,199970155;12,00795;7,552275;2,107425;2,2608625;4,530975;4,5759875;4,7201875;2,087781765;2,029;2,1544875;2,2363875;0,067325;0,2262;0,4394;0,31485;0,3175625;0,753975;0,872975;0,856175;2,0627875;0,402875
PET0393;PET0393;13;1,083333333;12;32;13;66,8;27,6;6,68;29,9;15,8;0,5;10;20,74854129;6,24733249;38,69146353;6,193277466;1,956834085;3,334208234;1,241808718;9,398729403;2,733579667;4,357764124;10,75;292,0302;3894,5012;47,752;60,7907;107,8653;109,22;110,633;1,819900083;1,7967;2,2589;2,3127;0,0985;0,2216;0,3041;0,3415;0,6523;0,6905;0,7712;0,8734;1,8856;0,3927;187,904;0,47488079;0,330056838;0,195062372;11,387;7,14035;2,0915625;2,262175;4,13015;4,160575;4,3236125;1,911263496;1,84355;1,9790125;1,9822875;0,0640625;0,204175;0,4651375;0,3454875;0,31685;0,7328375;0,8858875;0,8165375;1,8225875;0,4427125
PET0394;PET0394;10;0,833333333;12;32;13,4;52,4;27;4,366666667;32,7;20,6;2,7;11;32,19314871;7,288160699;39,4745839;5,416261458;2,369207453;3,349663738;1,291533982;8,801310129;2,599782185;3,718422501;23;276,0644;3377,0613;35,814;48,8527;107,7807;108,0347;109,6164;2,243814569;2,2114;3,0095;3,0607;0,1081;0,2904;0,3462;0,5;0,7516;0,7969;0,8999;0,8889;3,0238;0,4309;192,397;0,476436743;0,320254474;0,203308783;11,4876375;7,2345875;2,0492;2,2225;4,32595;4,3643125;4,5089625;2,028779528;1,9652125;2,11345;2,1617375;0,06485;0,2206;0,4545875;0,3154;0,33085;0,778675;0,8950125;0,8712875;2,0906875;0,40285
PET0395;PET0395;10;0,714285714;14;27;9,2;34,9;NA;2,908333333;26;13,4;4,8;10;18,03059239;5,752381973;39,98508482;6,951048281;2,141361946;3,89603468;1,774456273;9,680449714;2,199235446;4,414188092;9,666666667;324,7767;4595,998;46,736;59,436;118,618;125,8147;124,4643;2,094089441;2,1168;2,538;2,6752;0,098;0,2655;0,3383;0,3635;0,7164;0,6263;0,7154;0,8774;1,9957;0,4691;171,73;0,45240785;0,327886799;0,219705351;10,659925;6,1451875;1,905;2,0452375;3,9714125;4,019;4,1583625;2,033192967;1,967325;2,0851875;2,1855375;0,06355;0,2166125;0,4654125;0,2964125;0,342125;0,7429375;0,8756;0,842125;1,9463125;0,4177375
PET0396;PET0396;9;0,75;12;29;9,8;43,9;NA;4,877777778;26,2;15,5;0,5;12;14,34962801;5,153918151;39,58857511;7,681258015;2,254878102;3,995338878;1,164472118;10,28944362;3,445124808;4,581626581;13;334,7925;4764,0765;47,3287;61,976;122,428;125,1373;126,2417;2,036944946;2,0191;2,5868;2,6769;0,1022;0,2609;0,3333;0,4015;0,6876;0,6432;0,728;0,8821;1,9792;0,4611;152,837;0,452809202;0,323082761;0,224108037;12,05605;7,71035;2,0531625;2,2741;4,4344125;4,4621875;4,6353875;2,038339343;1,963;2,1611375;2,2597875;0,06915;0,22645;0,4790625;0,390425;0,2992;0,7445875;0,887125;0,827625;2,027925;0,4487
PET0397;PET0397;8;0,666666667;12;28;9,4;38,1;27;4,7625;22,9;15,7;2;6;14,21674813;5,239855824;38,49082807;7,345779992;1,776781247;2,902007793;0,997140726;NA;NA;NA;14;245,3107;2088,4403;23,1987;30,48;102,0233;106,2567;104,9762;3,44410105;3,4861;4,3978;4,464;0,0956;0,3737;0,371;0,3586;0,7524;0,6699;0,7407;0,916;3,75;0,4928;177,129;0,451591778;0,331543677;0,216864545;11,4876875;6,69295;1,869275;2,018775;4,3762;4,4476375;4,5828;2,270089534;2,2048125;2,34165;2,4447;0,069275;0,2522375;0,45195;0,325675;0,341275;0,748225;0,8887375;0,83905;2,2258875;0,4186875
PET0398;PET0398;NA;NA;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
PET0399;PET0399;NA;NA;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
PET0400;PET0400;9;0,5625;16;33;12,8;67,3;27,8;NA;27,3;15,1;4;8;17,57926331;6,935472025;39,82140506;5,741700769;2,216657083;3,689435354;1,275970064;9,317668293;2,891426007;4,21242246;12,66666667;241,4893;2410,117;31,5807;39,2853;90,932;102,616;102,4137;2,606921673;2,6121;2,8794;3,0967;0,0989;0,3108;0,2996;0,3417;0,6691;0,7085;0,8632;0,9013;2,8986;0,4067;181,254;0,440624759;0,327203813;0,232171428;10,6711;6,434025;1,964525;2,131225;3,937;3,9886;4,1446125;1,944709029;1,875375;NA;2,0861375;0,0669625;0,2098125;0,4695375;NA;NA;NA;NA;NA;NA;NA
PET0401;PET0401;12;0,545454545;22;38;11,2;48,3;NA;4,83;31,3;16,9;0,5;9;25,69466036;6,788358786;38,65374847;5,69412279;1,258558356;2,329097696;0,877133555;5,632005672;2,672727655;4,474781574;9,666666667;298,6206;2579,7439;25,908;37,338;120,142;122,936;120,716;3,233060153;3,2925;4,6373;4,7367;0,105;0,3707;0,3123;0,358;0,7061;0,4066;0,4913;0,9176;2,1223;0,642;179,19;0,481846085;0,320626151;0,197527764;9,5615;4,5109;1,42215;1,5451875;3,758425;3,7994125;3,9373875;2,548161631;2,4776375;2,66625;2,8118125;0,0731125;0,281725;0,4861875;0,3347;0,3214375;0,7682875;0,887325;0,861425;2,5797625;0,4237
PET0402;PET0402;9;0,642857143;14;28;9,2;28,1;NA;2,341666667;25,9;11,1;0;9;29,16638235;6,212888889;39,20356364;6,310037785;1,330046563;2,694607241;0,959478419;6,645925962;2,85468387;5,013007768;10;192,613;1388,3198;23,4527;28,7867;70,4427;74,168;75,4193;2,619935595;2,5765;3,0036;3,2676;0,0914;0,3096;0,3821;0,3202;0,6878;0,7177;0,882;0,8452;2,5323;0,3684;187,304;0,476759706;0,331268953;0,191971341;8,5688;4,2344375;1,6893625;1,8124;3,0308;3,06125;3,3077375;1,825059314;1,6896875;1,7953;1,8952625;0,060575;0,176875;0,4859125;0,3363;0,3313;0,7816625;0,8931;0,87125;1,7897625;0,4096375
PET0403;PET0403;13;0,8125;16;38;13,5;54,5;19,4;NA;NA;NA;NA;NA;22,95496898;6,868879186;38,0564436;5,540415338;1,723084887;3,448370341;1,311705702;8,466722044;2,630256905;4,940276564;11,33333333;274,4823;2146,2896;26,7547;31,1573;115,1467;116,9247;115,5233;3,707744253;3,7527;4,3038;4,3178;0,0897;0,3788;0,3092;0,2964;0,6398;0,5899;0,6596;0,8857;3,0373;0,4278;213,917;0,459182767;0,330880669;0,209936564;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
PET0404;PET0404;12;0,545454545;22;37;13,4;72,1;NA;6,554545455;21;9,1;0;NA;27,2667964;6,944831394;39,28514157;5,656745189;1,674278394;3,612374566;1,147756482;8,634158198;3,158008326;5,165677794;11;246,331;1968,6627;26,0773;36,1527;86,4447;96,3507;94,1977;2,605550899;2,6651;3,3149;3,5096;0,0942;0,3252;0,2908;0,2961;0,6448;0,4239;0,4768;0,8197;1,6284;0,592;187,945;0,46576392;0,325478198;0,208757881;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
PET0405;PET0405;11;0,785714286;14;36;13,8;40,9;NA;2,726666667;30,63;14,7;0,5;9;20,58887462;6,080216777;36,66910311;6,030887459;1,713851969;2,726364932;0,871511406;7,019157473;3,135553463;4,094158732;12,66666667;267,7233;2036,2397;24,5533;28,956;116,586;117,5173;118,4143;4,089456417;4,0585;4,7483;4,7982;0,077;0,3912;0,3039;0,2744;0,6477;0,7931;0,8864;0,9228;4,7414;0,2944;184,565;0,466475226;0,334164116;0,199360659;9,9816375;4,7545875;1,463175;1,598075;3,929075;3,9819875;4,1057125;2,569161335;2,492675;2,6886;2,8188875;0,0738875;0,2811;0,4649;0,322875;0,3017;0,7360625;0,869025;0,8420625;2,5017;0,4349875
PET0406;PET0406;11;0,611111111;18;38;11,2;45,1;NA;3,758333333;30,2;15,6;0,5;11;26,65468463;6,618397539;37,81548322;5,713691721;1,653919824;2,683903882;1,277102989;7,0698114;2,108520987;4,370836709;12,5;235,6533;1681,9106;20,4047;30,3107;90,0853;98,6367;100,0399;3,300481348;3,2542;4,4149;4,8106;0,1082;0,3754;0,312;0,3471;0,6998;0,5739;0,698;0,8836;3,2745;0,5438;216,261;0,471471971;0,331257138;0,19727089;10,406975;5,5683;1,6351375;1,821675;3,9687625;4,001825;4,13835;2,271727943;2,2000375;2,432325;2,4680125;0,0739875;0,258675;0,4811625;0,3977125;0,2738375;0,768325;0,88635;0,8587375;2,3389625;0,4327625
PET0407;PET0407;NA;NA;18;46;10,1;21,1;12;2,11;7,5;6,5;2,3;11;18,1973;6,101152879;39,35181873;6,449898816;1,280831007;2,329528482;0,955077224;6,43900557;2,444720827;4,45745991;10,33333333;149,1137;964,4569;19,6427;29,6333;55,372;57,7427;59,2662;1,999986502;1,9486;2,819;2,936;0,1252;0,2803;0,2991;0,4776;0,7317;0,7665;0,9721;0,8938;2,837;0,4393;183,564;0,451880543;0,329988451;0,218131006;9,43905;4,7683625;1,623225;1,730375;3,5613125;3,5890875;3,70645;2,141992343;2,077475;2,19775;2,2247375;0,0658;0,2317375;0,48595;0,31035;0,309425;0,7406875;0,8795625;0,8299625;2,051875;0,4341625
PET0409;PET0409;NA;NA;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,56089704;3,585977253;1,168824059;8,473754604;3,068021422;5,428772293;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
PET0410;PET0410;NA;NA;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
PET0412;PET0412;9;0,310344828;29;46;12,2;47,4;14,2;3,646153846;19,4;13,5;3,6;5;26,07256773;6,643966479;40,10979046;6,037024808;2,716679235;3,560632628;1,375208895;9,561694866;2,591596474;3,707572716;17,5;209,5835;2117,0925;31,496;39,2007;81,4493;86,0213;86,2215;2,199488785;2,1944;2,586;2,7229;0,0875;0,2679;0,3417;0,2938;0,6637;0,7547;0,8907;0,8714;2,5533;0,3889;200,138;0,456629925;0,325775215;0,21759486;12,324875;8,558775;2,241025;2,4010875;4,5997875;4,6169625;4,7763;1,989223633;1,925325;2,0547875;2,1033125;0,0642125;0,216875;0,4804625;0,34915;0,3121125;0,7925875;0,8920625;0,8811625;2,04425;0,4006875
PET0413;PET0413;10;0,714285714;14;28;8,8;36,6;NA;3,327272727;23,9;15,5;1;9;18,19876323;5,967496689;41,76837016;6,999311828;2,241300394;4,283550097;1,374416876;10,66273655;3,135762558;4,761793428;13,66666667;229,4843;2613,3424;38,2693;44,8733;87,4607;88,138;88,9822;1,982965371;1,9642;2,2854;2,2897;0,0804;0,2299;0,3888;0,3644;0,7272;0,7923;0,8822;0,8879;2,2889;0,3609;171,215;0,478088952;0,324743743;0,197167304;12,417925;7,5609875;1,88385;2,0148125;4,7995375;4,8273125;4,9865375;2,474938735;2,4040625;2,5618875;2,6037875;0,068825;0,271925;0,4988375;0,3151125;0,3469625;0,7459375;0,8750625;0,8398375;2,3871125;0,4365125
