Plant ID;Genotype ID;TLN;LIR;Days to budding;DTF;Stem diameter at flowering;Plant height at flowering;Peduncle length of first flower;Internode length;Stem diameter final before 1st node;Stem diameter final after 5th node;Distance of first branching from ground;Primary branches;SLA;Leaf total N;Leaf total C;Leaf C N ratio;Disk diameter;Ligule length;Ligule width;Flower head diameter;Ligule LW ratio;Flower FHDD ratio;Ligules number;Leaf perimeter;Leaf area;Leaf width mid-height;Leaf maximum width;Leaf height mid-width;Leaf maximum height;Leaf curved height;Leaf curvedHeight maxWidth;Leaf shape index external I;Leaf shape index external II;Leaf curved shape index;Leaf ellipsoid;Leaf circular;Leaf rectangular;Leaf obovoid;Leaf width widest pos;Leaf eccentricity;Leaf proximal eccentricity;Leaf distal eccentricity;Leaf shape index internal;Leaf eccentricity area index;Total RGB;RGB proportion green;RGB proportion red;RGB proportion blue;Seed perimeter;Seed area;Seed width mid height;Seed maximum width;Seed height mid width;Seed maximum height;Seed curved height;Seed HW ratio;Seed shape index external I;Seed shape index external II;Seed curved shape index;Seed ellipsoid;Seed circular;Seed rectangular;Seed ovoid;Seed width widest pos;Seed eccentricity;Seed proximal eccentricity;Seed distal eccentricity;Seed shape index internal;Seed eccentricity area index
PET0331;PET0331;15;0,555555556;27;64;39,8;177,6;34,5;NA;43,2;33;0;17;24,05321779;6,391549083;39,94984512;6,250416699;3,018806514;3,473337878;1,806050608;10,30820244;1,929481785;3,418262838;19;237,676;3379,4771;53,594;57,7427;80,6027;81,534;82,6394;1,431166191;1,412;1,5039;1,5069;0,0536;0,117;0,4339;0,2652;0,6594;0,79;0,8827;0,8973;1,5079;0,3619;180,832;0,418498938;0,324350779;0,257150283;11,1855625;6,5350875;1,88515;2,1060875;4,2134875;4,2492125;4,40125;2,089775472;2,0181875;2,235925;2,2820875;0,0725125;0,2347125;0,4424875;0,3860375;0,2997875;0,7781625;0,88855;0,8707375;2,2105375;0,4079375
PET0332;PET0332;21;0,75;28;53;37,1;199;12;NA;40,5;26,4;0;NA;11,24818869;5,992675541;40,24667296;6,71597731;2,548050784;4,024932006;1,421914404;10,73181453;2,830294751;4,224111844;16,5;253,3462;2366,6189;28,956;41,0633;93,8107;100,1607;103,122;2,511293539;2,4392;3,2398;3,5406;0,1125;0,3148;0,3086;0,4227;0,7143;0,7496;0,8869;0,8887;3,2574;0,4267;160,781;0,451670284;0,317145683;0,231184033;10,7701875;6,4530625;2,070375;2,2278125;3,750475;3,8298375;4,003075;1,796863515;1,7223375;1,8139375;1,904925;0,064225;0,1810375;0,471175;0,3332125;0,3339;0,7253;0,8859875;0,817825;1,698175;0,44735
PET0333;PET0333;15;0,394736842;38;56;15,3;72,7;28,5;3,826315789;25,4;24,2;10;16;21,20819124;6,949531617;36,84379802;5,301623195;1,871541955;3,879551623;1,110221169;9,720442589;3,509444634;5,221490654;12,66666667;361,1931;5567,1502;50,6307;72,3053;131,826;133,9427;133,9845;1,853038436;1,8525;2,6037;2,3352;0,119;0,2502;0,2965;0,4299;0,6617;0,7729;0,9154;0,8648;2,4939;0,3945;163,378;0,472389183;0,317307104;0,210303713;9,6550875;5,1807;1,8123875;1,9737875;3,410475;3,4607625;3,5964125;1,822086977;1,7549875;1,8828375;1,943825;0,0668;0,1924125;0,465975;0,3477625;0,3356125;0,7516375;0,890825;0,8389;1,8122375;0,4378
PET0334;PET0334;19;0,612903226;31;56;25;NA;51,5;NA;47;29,9;0,5;19;23,12943403;7,203883882;40,40890835;5,609322556;2,584452574;3,083261485;1,308251867;8,870643859;2,353876747;3,431211411;18;301,1185;3996,7662;42,5873;59,69;109,3893;113,4533;114,3518;1,915761434;1,9007;2,5686;2,6692;0,1197;0,2638;0,3061;0,5725;0,7829;0,6841;0,7876;0,8867;2,2341;0,471;173,127;0,468551988;0,32718178;0,204266232;10,569875;5,8598875;1,8653;2,025375;3,7914875;3,8549625;3,9976625;1,973788805;1,9060625;2,0352;2,115775;0,06545;0,212925;0,46195;0,32365;0,3459;0,6897375;0,8723125;0,779575;1,741975;0,4614875
PET0335;PET0335;16;0,551724138;29;51;24,4;99,6;54;5,533333333;31,9;29,5;0,5;18;22,37771098;7,150780482;42,05298126;5,880893892;2,620622799;4,483048933;1,479369441;11,5326622;3,035074013;4,411202868;16;309,1819;4932,0475;54,864;71,0353;103,4627;106,426;106,6558;1,501447872;1,4982;1,8858;1,8962;0,0894;0,1705;0,3724;0,4242;0,747;0,7771;0,8889;0,8881;1,8842;0,4229;177,205;0,44004966;0,324471657;0,235478683;11,36205;6,76195;1,897075;2,144475;4,2492125;4,2928625;4,442575;2,07163758;2,0023875;2,2400125;2,3103375;0,0764875;0,2346875;0,4444875;0,39425;0,2777875;0,77605;0,8876;0,869325;2,2075375;0,41835
PET0336;PET0336;16;0,592592593;27;49;22,4;96,1;39;5,057894737;35,6;28,1;1;15;23,93733447;6,813932035;41,22080353;6,049488507;2,804183863;3,942671547;1,166949537;10,81970776;3,402867574;3,897512587;18;329,1825;4916,7285;52,578;68,326;108,6273;112,268;113,1859;1,656556801;1,6431;2,066;1,9011;0,0885;0,2004;0,3656;0,3947;0,7112;0,7487;0,9002;0,8679;1,9004;0,407;197,073;0,44667712;0,328213403;0,225109477;11,363675;7,0789125;2,08095;2,206625;4,157925;4,1923125;4,3348875;1,964487623;1,9047125;2,0018375;2,06045;0,0588875;0,208275;0,47015;0,28475;0,3577;0,7406;0,87895;0,832975;1,8610875;0,427075
PET0337;PET0337;19;0,703703704;27;52;25,3;143,6;52,5;7,557894737;46,2;31,3;0,5;18;18,98384664;5,992927096;42,41801629;7,078013066;3,119284717;4,473001307;1,761895056;11,78757952;2,542941409;3,781540701;19,33333333;327,4871;4778,2342;57,0653;71,4587;102,7007;107,442;111,1816;1,555886127;1,5036;1,7997;1,9483;0,1032;0,1909;0,3197;0,3848;0,7327;0,7445;0,8798;0,8574;1,6561;0,366;166,96;0,450736703;0,311871107;0,23739219;9,6183375;4,8461875;1,7065875;1,8269375;3,4859;3,5679;3,7392375;2,046724368;1,9577;2,0497875;2,2043;0,0613375;0,2156125;0,4496875;0,289825;0,3372;0,6935875;0,8714125;0,79255;1,814725;0,4541625
PET0338;PET0338;21;0,84;25;48;23,1;107,6;37;5,977777778;41,4;25,1;1,8;21;18,41623469;6,266900428;42,5077625;6,782900573;2,772423529;4,530191775;1,727054937;11,32605478;2,623929889;4,096983728;14,33333333;311,2436;4692,4566;59,2667;68,326;103,124;104,8173;107,4025;1,571912595;1,5341;1,74;1,8151;0,0899;0,1705;0,3437;0,3785;0,7054;0,7098;0,7953;0,8728;1,519;0,3911;156,379;0,438530749;0,31266986;0,248799391;10,328975;5,9872625;2,0386125;2,2158875;3,6261125;3,66845;3,806275;1,717720327;1,65915;1,7839125;1,826625;0,0643125;0,174425;0,4451;0,3202375;0,3278125;0,714325;0,87915;0,8030625;1,6276375;0,448125
PET0339;PET0339;19;0,655172414;29;52;25;118,1;52;8,435714286;38,1;26;2,1;21;19,98716925;6,797277769;41,56894358;6,115528157;3,242710448;5,158190428;1,540337837;13,75381381;3,344320199;4,235384127;19;297,7382;3483,7636;34,8827;46,482;115,9933;116,4167;116,7303;2,511301149;2,5046;3,3252;3,336;0,0984;0,3099;0,3691;0,4589;0,7055;0,6972;0,8017;0,9012;2,8855;0,486;179,317;0,433461412;0,313879889;0,252658699;10,9251875;6,69795;2,0359625;2,2106125;4,0587;4,079875;4,2123125;1,905495649;1,8458875;1,994075;2,0219625;0,0656;0,2032375;0,4500625;0,327725;0,330275;0,7672375;0,885625;0,8575125;1,9408625;0,4096
PET0340;PET0340;17;0,62962963;27;49;23,2;NA;34;NA;NA;NA;NA;NA;25,15628047;7,121493613;40,57908752;5,698114711;2,576700252;4,738626876;1,476019377;12,00831063;3,224483521;4,677432708;17;335,4474;4726,8651;50,2073;65,6167;112,776;120,904;121,9982;1,859255342;1,8426;2,2462;2,4712;0,1067;0,2479;0,325;0,3726;0,7399;0,7134;0,8914;0,8526;2,036;0,3937;198,92;0,443791474;0,321953549;0,234254977;10,9961625;6,2378625;1,7872875;1,9447;4,12355;4,1553;4,3216125;2,222251504;2,1374625;2,309025;2,3463;0,07235;0,2482625;0,4835;0,3798;0,2776;0,755875;0,8674;0,8614625;2,1556625;0,427375
PET0341;PET0341;NA;NA;71;82;31,6;167,4;16;9,3;29,9;14,1;1,9;22;16,24482174;5,650875543;40,82509252;7,22456055;2,569871366;4,370708916;1,412117945;10,99135476;3,10264457;4,28407161;17,66666667;301,897;4155,4254;38,354;59,182;99,9067;117,348;117,3339;1,98259437;1,9828;2,6049;2,962;0,119;0,2756;0,3078;0,462;0,733;0,6816;0,8765;0,8856;2,6222;0,5396;157,514;0,445560395;0,319819191;0,234620415;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
PET0342;PET0342;21;0,525;40;62;25,4;128;17,5;7,111111111;29,2;26;2,2;16;33,22217452;6,623534525;40,46042833;6,108585708;2,956668721;4,086425602;1,643712768;11,11317499;2,520849879;3,753597943;17,5;342,466;5710,8918;58,42;69,7653;123,2747;129,3707;127,1705;1,822833128;1,8544;2,1101;2,198;0,0929;0,221;0,341;0,3858;0,7225;0,7623;0,9058;0,903;2,1087;0,3666;219,28;0,453037213;0,32788216;0,219080628;13,9929375;9,3312;2,0081875;2,270125;5,4358625;5,5152375;5,604925;2,468993998;2,431175;NA;2,7419375;0,0802125;0,286325;0,4560875;NA;NA;NA;NA;NA;NA;NA
PET0343;PET0343;18;0,4;45;61;13,6;96,8;38;3,723076923;21;18,2;6,5;18;24,77422976;7,049125861;41,31077946;5,860411671;2,510028673;4,155784368;1,240328156;10,73502697;3,367205133;4,277350821;14,33333333;210,8755;2081,0353;33,9513;38,1847;76,454;83,2273;85,6458;2,242934998;2,1796;2,2519;2,5359;0,068;0,2438;0,4001;0,3355;0,648;0,7332;0,8654;0,8717;2,25;0,3767;187,521;0,473067016;0,331301561;0,195631423;11,43965;7,002975;1,9843875;2,1669625;4,2029;4,233325;4,4107625;2,03545862;1,9587875;2,1229625;2,144525;0,0675;0,2236875;0,463575;0,3572375;0,3033;0,7699875;0,8825375;0,8673;2,0485125;0,4176875
PET0344;PET0344;18;0,473684211;38;60;19,9;79,2;14;3,771428571;18,6;15,3;3,2;14;25,51362251;7,267170069;41,09868824;5,655391006;2,487639926;3,727928832;1,432379358;9,892985353;2,599938129;3,977414501;21;324,7956;4602,6575;45,6353;61,1293;113,9613;121,8353;122,7263;2,007650996;1,9931;2,4972;2,7019;0,1068;0,2574;0,3287;0,481;0,7119;0,7288;0,8844;0,864;2,3498;0,4283;190,947;0,460216709;0,322890645;0,216892646;10,6608625;6,23315;1,964525;2,1246125;3,866875;3,9105625;4,0971375;1,928416358;1,8443125;1,9714875;2,0022125;0,065775;0,204375;0,459525;0,3597875;0,3331125;0,7439875;0,8816625;0,83695;1,84615;0,4250125
PET0345;PET0345;13;0,52;25;46;24,7;104;17,7;6,117647059;37,8;17,7;1,1;12;19,61874683;6,638745422;42,04069665;6,332626721;2,85634321;4,808544888;1,281886084;12,42329827;3,771521452;4,340153759;16,5;315,6433;4331,8193;55,0333;61,8067;96,0967;103,0393;105,6413;1,709220845;1,6671;1,7462;1,8701;0,0737;0,1777;0,4045;0,2635;0,6854;0,6349;0,7682;0,8733;1,3688;0,4341;175,99;0,462872891;0,325461674;0,211665436;12,9501375;8,07385;1,8983875;2,1074125;5,029725;5,07735;5,1984875;2,466763151;2,4114;2,6546375;2,697025;0,076625;0,2795625;0,4688;0,408425;0,2897125;0,7235625;0,8840875;0,8074375;2,4243125;0,4598375
PET0346;PET0346;17;0,425;40;63;22,1;104,9;19,5;4,560869565;18,8;16,9;7,3;17;21,02029135;6,795148969;42,22015227;6,213278394;2,933971666;3,918244114;1,132641486;10,48544693;3,482792937;3,573138456;23,33333333;311,1934;4372,2206;50,8847;54,6947;112,522;124,6293;126,1379;2,30621797;2,2786;2,2113;2,4789;0,0801;0,2595;0,3561;0,2266;0,5693;0,722;0,8932;0,8917;2,2125;0,3436;187,415;0,444329429;0,327769922;0,227900648;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
PET0347;PET0347;28;0,903225806;31;58;25,3;159,1;22,6;NA;33,2;31,2;0,9;21;25,27191498;6,652508502;40,45530131;6,081210013;2,753144002;4,902161142;1,312402056;12,4923004;3,812955638;4,551261668;17,33333333;330,8789;4488,2921;53,0013;59,5207;120,396;124,714;125,1152;2,102045171;2,0953;2,2716;2,4076;0,0829;0,2388;0,3084;0,2051;0,634;0,5802;0,646;0,8583;1,6298;0,4387;185,274;0,461672982;0,326921209;0,21140581;11,1893625;6,5465375;1,8481125;2,0293625;4,2439375;4,26375;4,44855;2,192092344;2,1016625;2,2969875;2,3344;0,0713375;0,2424;0,477075;0,3889625;0,2955625;0,739875;0,885125;0,822475;2,140325;0,4445625
PET0348;PET0348;16;0,64;25;46;22;63,8;20,5;1,724324324;44,1;31,5;2,3;13;28,30969808;7,254304443;40,63265004;5,601177943;2,624624442;4,068031155;1,068442975;10,78565505;3,833446214;4,131797218;17;279,6727;3694,4156;48,1753;59,3513;100,6687;101,092;102,1239;1,720668292;1,7033;2,0896;2,0874;0,0902;0,1956;0,3393;0,3628;0,7521;0,7963;0,8971;0,8879;2,0925;0,3427;211,343;0,463521385;0,327685327;0,208793289;13,2074125;8,002575;1,791225;1,9857125;5,2612375;5,29035;5,41055;2,72473986;2,6650625;2,9377125;2,986175;0,0778875;0,30185;0,4776;0,3776125;0,28015;0,741725;0,8834;0,826475;2,7073125;0,4443625
PET0349;PET0349;NA;NA;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
PET0350;PET0350;NA;NA;38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
PET0351;PET0351;19;0,76;25;48;27,9;98,2;52;4,91;53,1;35,7;0;20;15,22540399;6,17573624;41,08019386;6,651869877;2,550025541;4,493623262;1,385928085;11,61946134;3,245873372;4,564275063;19,33333333;370,516;4812,7502;36,4913;63,3307;129,54;136,144;134,8636;2,129513806;2,1497;3,5499;3,6329;0,1263;0,312;0,2976;0,4359;0,7475;0,4207;0,4633;0,8439;1,5721;0,66;161,57;0,447737823;0,321934765;0,230327412;11,117125;6,3896625;1,8560625;2,0293375;4,2121625;4,2730375;4,417;2,176572404;2,115575;2,2794625;2,319225;0,0716875;0,242325;0,4467875;0,3477625;0,2955125;0,770625;0,8783625;0,8757875;2,2173875;0,4003125
PET0352;PET0352;18;0,72;25;48;37,9;115,6;28;4,816666667;62,7;42,2;0,7;19;18,79909048;6,616291048;41,58779901;6,285666503;2,659994882;2,515656449;1,139504544;7,806795975;2,224222556;2,937143278;16,5;340,4249;4778,7288;43,7727;64,0927;118,11;119,634;124,8305;1,947655505;1,8666;2,6983;2,7969;0,1153;0,2607;0,3587;0,6418;0,8273;0,789;0,8891;0,8876;2,7039;0,4593;182,711;0,432272824;0,321387328;0,246339848;11,697675;7,0052625;2,0121625;2,166925;4,2822625;4,385475;4,5409125;2,095555914;2,0238625;2,1286125;2,2222;0,0633875;0,2254625;0,4521875;0,315025;0,3438625;0,7240375;0,8885;0,815275;1,970475;0,4283125
PET0353;PET0353;18;0,666666667;27;49;22,5;112,9;40;10,26363636;41,9;29,6;19,1;20;20,77504261;6,688882866;40,33123348;6,02959183;2,767947818;3,980765592;1,448887755;10,29125325;2,746048538;3,718213345;22,5;362,2388;5216,6132;39,5393;63,0767;137,414;139,2767;140,3205;2,22460116;2,2081;3,4754;3,5565;0,1192;0,3206;0,3518;0,6222;0,8356;0,781;0,8765;0,8867;3,4516;0,4845;191,071;0,459216731;0,328171203;0,212612066;10,43585;5,722875;1,7555125;1,91425;3,906575;3,938325;4,0881875;2,13566018;2,06095;2,227825;2,2686875;0,069975;0,2356625;0,482375;0,4018375;0,2973625;0,763375;0,8864;0,8551875;2,1402375;0,42295
PET0354;PET0354;19;0,703703704;27;52;26,7;102,8;18,5;NA;52,4;31,2;2,1;19;18,57621715;5,712969115;41,44248017;7,25410541;2,459679706;3,457431522;1,239242697;9,342576243;2,793876273;3,803683788;14,33333333;256,5981;3293,5633;50,1227;59,5207;72,7287;81,1107;82,6407;1,388436292;1,3627;1,451;1,6347;0,096;0,1406;0,3977;0,4309;0,6994;0,7168;0,8886;0,8863;1,4534;0,4465;180,738;0,469071252;0,323661875;0,207266872;11,4085125;7,1361125;2,0743375;2,3257125;4,1076625;4,138075;4,3152875;1,855469023;1,780675;1,984275;2,001775;0,0717875;0,2012375;0,4477875;0,4048125;0,2897125;0,773375;0,8924125;0,8612375;1,9585125;0,4261
PET0355;PET0355;19;0,703703704;27;46;24,7;88,8;34;9,866666667;23;19,1;3,2;17;18,72767516;6,477098969;40,78033187;6,296079782;2,545642008;3,139174238;1,325731117;8,639780935;2,367386434;3,396193341;15,33333333;263,8029;3528,294;46,0587;61,0447;92,0327;92,2867;95,0479;1,55702133;1,5118;1,9982;2,0011;0,1047;0,1762;0,332;0,4607;0,7706;0,7971;0,8893;0,8875;2;0,3989;161,053;0,431503915;0,31769045;0,250805635;10,6838375;5,5416875;1,5928125;1,7740375;4,11825;4,1844;4,3088625;2,428845219;2,3783125;2,6374125;2,705475;0,077225;0,2730375;0,461975;0,3941625;0,268925;0,764575;0,8836375;0,8648625;2,5895625;0,4364625
PET0356;PET0356;18;0,666666667;27;50;26,8;106,7;28;11,85555556;37,1;29;0,5;17;15,52867085;6,39547394;41,75661611;6,529088619;3,101313832;3,67065879;1,234416024;10,58625187;2,978615694;3,421498553;19;343,7054;4953,646;46,6513;66,8867;121,4967;125,476;126,2779;1,887937363;1,8759;2,6044;2,7058;0,1147;0,2634;0,3097;0,5166;0,7638;0,7738;0,9045;0,8904;2,6045;0,4269;164,116;0,43503985;0,320907163;0,244052987;11,7203625;7,024875;1,9777625;2,172225;4,3748875;4,4185375;4,57835;2,107677612;2,0377375;2,2148625;2,3163375;0,0667375;0,2297125;0,439125;0,3471375;0,3182125;0,7641375;0,87965;0,861025;2,149775;0,40865
PET0357;PET0357;14;0,388888889;36;56;12,3;69,6;18;7,733333333;21,1;24;9,8;13;28,07488504;6,611450329;39,5383696;5,980286871;2,315198514;3,195554372;1,382694532;8,561602701;2,318055781;3,719230666;12;311,0437;4054,0134;42,3333;59,5207;120,2267;122,2587;122,4198;2,056760085;2,0541;2,84;2,7521;0,0999;0,2636;0,3051;0,3024;0,7034;0,6972;0,7774;0,8817;2,4417;0,4244;174,916;0,484924192;0,326099385;0,188976423;10,675775;6,2035625;1,88515;2,06375;3,9885875;4,0349;4,156975;2,014282253;1,9550625;2,116;2,1281875;0,06775;0,2209625;0,4671625;0,346575;0,3120625;0,751775;0,8839875;0,8453875;2,02055;0,426675
PET0358;PET0358;23;0,793103448;29;53;NA;130,6;35;11,87272727;63,2;41;1,2;22;19,52415666;6,881551296;40,51615624;5,887648657;2,620071106;3,81533312;1,451817639;10,3997293;2,638594251;3,973512433;13,66666667;316,2563;4324,6007;50,1227;63,246;112,8607;116,586;118,6924;1,876678367;1,8434;2,2517;2,368;0,105;0,2328;0,3087;0,402;0,7023;0,7733;0,8889;0,8874;2,2542;0,3462;164,096;0,461278764;0,321025497;0,217695739;10,2398875;5,254475;1,71185;1,8864875;3,7928;3,85365;3,9997375;2,120203553;2,0457375;2,22055;2,2796;0,0680625;0,22905;0,434925;0,311975;0,311525;0,7101625;0,8785375;0,8021;1,9838375;0,437075
PET0359;PET0359;18;0,666666667;27;50;21,9;105,4;18;10,54;47;23,6;2;16;17,2520234;5,921196005;41,95171919;7,085007684;3,080561414;3,21436123;1,585273163;9,198222403;2,027190318;2,986619577;15,33333333;334,8305;5013,438;55,4567;69,6807;106,68;111,76;116,0428;1,665350664;1,6039;1,9237;1,9462;0,0988;0,1931;0,3525;0,5027;0,7167;0,7642;0,8865;0,8873;1,931;0,4091;158,612;0,452052808;0,316678435;0,231268756;11,3587;6,4828;1,8296;1,9791;4,3656375;4,4397125;4,57315;2,310722045;2,2440875;2,3863125;2,503675;0,0657;0,250525;0,4537125;0,296475;0,3244;0,765375;0,8778125;0,8706;2,32235;0,3996375
PET0360;PET0360;18;0,666666667;27;NA;24,9;98,3;20;12,2875;28,1;22;1,4;12;17,50132482;6,695996512;41,19356923;6,151969936;2,841872523;3,506918286;1,439079269;9,920261731;2,443875441;3,497836615;13,66666667;334,7328;4935,3736;45,1273;62,23;119,634;128,6087;127,2359;2,044607103;2,0667;2,651;2,7274;0,1103;0,2731;0,3343;0,4511;0,7558;0,7431;0,9017;0,8896;2,6604;0,4544;212,885;0,452751486;0,334659558;0,212588956;10,13945;5,666225;1,849425;2,0227375;3,652575;3,690925;3,8615375;1,909065067;1,8267625;1,9768375;1,9876625;0,068775;0,20275;0,4767;0,3739375;0,291525;0,7525625;0,8853;0,8439625;1,893425;0,437025
PET0361;PET0361N;26;0,742857143;35;52;21,6;106,5;24;9,681818182;38;23,7;0;24;22,29911065;7,193;38,513;5,354545604;2,204666078;2,686706211;0,805468803;7,619596105;3,351303491;3,457027379;19,66666667;246,5379;2680,3531;35,8987;51,2233;80,01;90,7627;88,1617;1,721124957;1,7719;2,2288;2,3719;0,1112;0,2289;0,2935;0,3852;0,6425;0,6181;0,7497;0,8542;1,8087;0,4911;172,954;0,457208275;0,324305885;0,21848584;10,38385;5,4807375;1,6787875;1,8441625;3,8840875;3,91055;4,0703875;2,207173988;2,12325;2,3201125;2,4382625;0,0696875;0,2453;0,47275;0,36405;0,294875;0,7323625;0,8857625;0,814525;2,1260375;0,4469125
PET0362;PET0362;21;0,411764706;51;72;18,3;111,7;31,5;13,9625;29,5;21,4;16,5;21;18,70234294;6,734226718;41,79206779;6,205919335;2,764298265;4,295700251;1,535195991;11,0560994;2,801032514;4,001236482;15,66666667;304,5086;4280,9663;42,8413;55,7107;115,4853;119,8033;120,5314;2,163523345;2,1505;2,6957;2,6365;0,0997;0,273;0,353;0,3815;0,7272;0,7709;0,9038;0,8964;2,698;0,4209;174,851;0,45085244;0,316126302;0,233021258;12,24385;7,5476625;1,90765;2,1034375;4,7466125;4,7677875;4,881775;2,320855742;2,267375;2,488275;2,455875;0,0735;0,2617125;0,464775;0,36105;0,29245;0,7543125;0,882425;0,8457875;2,3525875;0,4299125
PET0363;PET0363;17;NA;NA;60;20,5;108,2;32,5;9,016666667;28,1;23,1;15;14;19,64947192;7,254506401;41,27890919;5,690105834;2,935656505;2,672896045;0,929533332;7,876654044;2,872889307;2,682935369;17,66666667;273,8838;3568,3441;43,5187;60,2827;93,218;95,504;98,9861;1,642031628;1,5843;2,142;2,139;0,1132;0,1956;0,3411;0,5502;0,7422;0,7755;0,8983;0,8819;2,0421;0,4098;157,486;0,470664059;0,315970943;0,213364998;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
PET0364;PET0364;23;0,638888889;36;58;21,7;100,3;33,5;5,572222222;22,1;26,1;6,5;26;16,81488532;6,889396091;39,44038442;5,7247956;2,708461969;2,539412552;1,245005352;7,64130985;2,043493644;2,822398434;16;302,2967;3196,5097;33,4433;46,99;118,11;118,364;120,0184;2,55412641;2,5189;3,5316;2,1084;0,1238;0,338;0,316;0,4811;0,7843;0,7573;0,9575;0,8491;3,2061;0,3851;159,443;0,449157379;0,314187515;0,236655106;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
PET0365;PET0365;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,895025;5,4758;1,7555125;1,9195625;3,7028375;3,7438625;3,896675;2,02998079;1,9517;NA;2,204225;0,0673625;0,2212;0,485225;NA;NA;NA;NA;NA;NA;NA
PET0366;PET0366;37;0,627118644;59;77;25,7;159,5;23;11,39285714;39,5;23;1,8;32;20,58184705;6,656958258;41,92107243;6,297331425;2,475622879;2,908534879;1,214928157;8,249541995;2,397703509;3,341360475;14,66666667;305,5828;3525,6704;31,75;51,2233;117,6867;119,2953;119,508;2,333078892;2,3289;3,7067;1,8453;0,1227;0,3202;0,3182;0,486;0,7753;0,7813;0,8864;0,8772;3,6184;0,466;160,753;0,476432788;0,312155916;0,211411296;9,5937625;4,7021125;1,6364625;1,799175;3,51235;3,571875;3,7171125;2,066009421;1,9858875;2,1476125;2,2516875;0,0689125;0,224475;0,444475;0,331925;0,3183875;0,687625;0,86695;0,7844875;1,8668125;0,464
PET0367;PET0367;19;0,612903226;31;53;23;124;50;8,266666667;31,1;39,3;1,4;20;20,78176188;6,420043274;41,00443296;6,386940276;2,793179712;3,765632199;1,148905639;10,08750015;3,285554066;3,611839025;17,33333333;314,4063;3543,2904;37,2533;52,4087;105,3253;111,6753;111,6016;2,129447973;2,1309;2,8273;2,8988;0,1158;0,2893;0,3375;0,4666;0,746;0,6646;0,8119;0,8134;2,0467;0,4043;163,158;0,483126785;0,320131406;0,196741809;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
PET0368;PET0368;14;0,636363636;22;42;18;94,4;32;5,9;30,4;23,7;0;16;26,1704487;7,102016875;42,4581636;5,978324798;3,022289049;3,296664356;1,367816868;9,609933138;2,409029324;3,185144268;15;328,1771;4234,3786;37,084;59,2667;118,0253;123,5287;124,9257;2,10785652;2,0843;3,1826;3,347;0,124;0,2955;0,302;0,5706;0,769;0,7641;0,9013;0,8862;3,1829;0,4816;172,732;0,467585624;0,320178079;0,212236297;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
PET0369;PET0369;20;0,740740741;27;51;18,6;120,6;55;5,481818182;31;25,7;4,5;16;21,80988166;6,085577879;41,12959314;6,758535336;3,643427318;3,9685928;1,075328454;10,99858297;3,730737165;3,018275433;21;288,3398;3888,7019;48,768;55,2873;110,0667;113,538;113,254;2,048463209;2,0536;2,2569;2,2885;0,0885;0,2396;0,3248;0,328;0,6629;0,7761;0,9028;0,895;2,2609;0,3074;192,298;0,444757616;0,323097484;0,2321449;11,355775;6,649575;1,8309375;1,9843625;4,3431375;4,402675;4,496025;2,265727658;2,22155;2,3771875;2,408375;0,071175;0,2543;0,4738625;0,3207625;0,31455;0,75845;0,876375;0,85775;2,2814875;0,4259625
